Concordance,Frequency,Pmil,Verb,Count
spread the coronavirus,1851,0.029939999999999998,spread,1
combat the COVID-19,1789,0.02893,combat,1
diagnose with coronavirus,1770,0.028630000000000006,diagnose,1
relate to coronavirus,1729,0.027960000000000002,relate,1
follow the coronavirus,1704,0.02756,follow,1
have contract COVID-19,1703,0.02754,have contract,2
prevent COVID-19,1698,0.027460000000000002,prevent,1
associate with COVID-19,1647,0.026639999999999997,associate,1
be coronavirus,1602,0.025910000000000002,be,1
cause by coronavirus,1575,0.02547,cause,1
get coronavirus,1568,0.02536,get,1
battle coronavirus,1564,0.02529,battle,1
affect by coronavirus,1523,0.024630000000000003,affect,1
say the COVID-19,1389,0.02246,say,1
use the coronavirus,1388,0.02245,use,1
catch coronavirus,1362,0.02203,catch,1
say coronavirus,1270,0.02054,say,1
be the coronavirus,1255,0.0203,be,1
handle the coronavirus,1238,0.02002,handle,1
deal with coronavirus,1213,0.01962,deal,1
catch COVID-19,1201,0.01942,catch,1
contain the COVID-19,1165,0.01884,contain,1
tackle COVID-19,1118,0.018080000000000002,tackle,1
know as COVID-19,1112,0.01798,know,1
address the COVID-19,1109,0.01794,address,1
surround COVID-19,1076,0.0174,surround,1
hospitalize with COVID-19,1053,0.01703,hospitalize,1
prevent coronavirus,1051,0.017,prevent,1
regard the coronavirus,1025,0.01658,regard,1
include COVID-19,1022,0.01653,include,1
report COVID-19,1021,0.01651,report,1
contain coronavirus,999,0.01616,contain,1
follow the COVID-19,988,0.01598,follow,1
address COVID-19,983,0.0159,address,1
recover COVID-19,981,0.01587,recover,1
tackle coronavirus,977,0.0158,tackle,1
catch the coronavirus,966,0.015619999999999997,catch,1
survive the coronavirus,965,0.015609999999999999,survive,1
pose by COVID-19,953,0.01541,pose,1
surround the coronavirus,932,0.015069999999999997,surround,1
address the coronavirus,932,0.015069999999999997,address,1
report [number] coronavirus,923,0.01493,report,1
hit by COVID-19,914,0.014780000000000001,hit,1
report coronavirus,913,0.014769999999999997,report,1
support COVID-19,909,0.0147,support,1
test COVID-19,902,0.01459,test,1
develop COVID-19,902,0.01459,develop,1
have contract coronavirus,878,0.0142,have contract,2
get the coronavirus,874,0.014130000000000004,get,1
call COVID-19,865,0.01399,call,1
report [number] COVID-19,848,0.01371,report,1
fight against COVID-19,843,0.013630000000000001,fight,1
be [number] COVID-19,843,0.013630000000000001,be,1
succumb to COVID-19,840,0.013580000000000002,succumb,1
suffer from COVID-19,837,0.01354,suffer,1
handle COVID-19,832,0.01346,handle,1
battle the COVID-19,827,0.013369999999999998,battle,1
treat the coronavirus,816,0.0132,treat,1
curb the coronavirus,805,0.013019999999999999,curb,1
ease coronavirus,774,0.01252,ease,1
have [number] COVID-19,765,0.01237,have,1
beat coronavirus,764,0.01236,beat,1
tackle the COVID-19,745,0.01205,tackle,1
provide COVID-19,740,0.01197,provide,1
care for COVID-19,740,0.01197,care,1
link to COVID-19,723,0.01169,link,1
survive COVID-19,719,0.01163,survive,1
use COVID-19,717,0.0116,use,1
defeat COVID-19,711,0.0115,defeat,1
take the coronavirus,697,0.01127,take,1
beat COVID-19,688,0.01113,beat,1
hit by coronavirus,665,0.01075,hit,1
prevent the coronavirus,664,0.010740000000000001,prevent,1
help fight COVID-19,664,0.010740000000000001,help fight,2
be a coronavirus,661,0.01069,be,1
weather the coronavirus,655,0.01059,weather,1
show COVID-19,654,0.010579999999999999,show,1
declare COVID-19,649,0.0105,declare,1
attribute to COVID-19,636,0.01029,attribute,1
regard the COVID-19,633,0.01024,regard,1
be a COVID-19,629,0.01017,be,1
make COVID-19,623,0.01008,make,1
surround the COVID-19,622,0.01006,surround,1
suffer from coronavirus,622,0.01006,suffer,1
manage COVID-19,620,0.010029999999999999,manage,1
stop the coronavirus,617,0.00998,stop,1
control the coronavirus,616,0.00996,control,1
detect COVID-19,614,0.00993,detect,1
track COVID-19,613,0.009909999999999999,track,1
expose to coronavirus,609,0.00985,expose,1
cure COVID-19,606,0.0098,cure,1
infect by COVID-19,600,0.0097,infect,1
grow coronavirus,597,0.00965,grow,1
handle the COVID-19,596,0.009640000000000001,handle,1
follow COVID-19,595,0.00962,follow,1
stop COVID-19,593,0.009590000000000001,stop,1
take COVID-19,592,0.00957,take,1
have [number] coronavirus,592,0.00957,have,1
call the coronavirus,587,0.00949,call,1
be [number] coronavirus,586,0.00948,be,1
cope with COVID-19,581,0.0094,cope,1
keep COVID-19,580,0.00938,keep,1
use the COVID-19,579,0.00936,use,1
have have COVID-19,578,0.00935,have have,2
use coronavirus,570,0.00922,use,1
conduct COVID-19,568,0.00919,conduct,1
say that COVID-19,565,0.00914,say,1
impact by coronavirus,557,0.009009999999999999,impact,1
help COVID-19,555,0.00898,help,1
record [number] coronavirus,553,0.00894,record,1
regard coronavirus,552,0.00893,regard,1
kill the coronavirus,547,0.00885,kill,1
experience COVID-19,546,0.00883,experience,1
defeat the coronavirus,536,0.00867,defeat,1
suspect COVID-19,530,0.00857,suspect,1
link to coronavirus,527,0.00852,link,1
result from COVID-19,524,0.00847,result,1
treat for COVID-19,521,0.00843,treat,1
be the COVID-19,520,0.008409999999999999,be,1
die with coronavirus,510,0.00825,die,1
show coronavirus,507,0.0082,show,1
diagnose COVID-19,502,0.00812,diagnose,1
give the coronavirus,501,0.0081,give,1
increase COVID-19,499,0.00807,increase,1
create by COVID-19,498,0.00805,create,1
manage the COVID-19,497,0.00804,manage,1
have a COVID-19,495,0.00801,have,1
develop coronavirus,495,0.00801,develop,1
see COVID-19,492,0.00796,see,1
manage the coronavirus,491,0.007940000000000001,manage,1
focus on COVID-19,491,0.007940000000000001,focus,1
discuss the coronavirus,485,0.00784,discuss,1
survive coronavirus,481,0.00778,survive,1
know coronavirus,481,0.00778,know,1
follow coronavirus,478,0.00773,follow,1
believe the coronavirus,472,0.00763,believe,1
recover coronavirus,471,0.00762,recover,1
beat the coronavirus,468,0.00757,beat,1
take coronavirus,467,0.00755,take,1
contract the COVID-19,463,0.007490000000000002,contract,1
cure coronavirus,455,0.0073599999999999985,cure,1
fight against coronavirus,454,0.00734,fight,1
give the COVID-19,453,0.00733,give,1
face the coronavirus,453,0.00733,face,1
control COVID-19,453,0.00733,control,1
overcome the coronavirus,452,0.00731,overcome,1
detect coronavirus,448,0.00725,detect,1
lift coronavirus,443,0.00716,lift,1
hospitalize COVID-19,440,0.007120000000000001,hospitalize,1
defeat coronavirus,440,0.007120000000000001,defeat,1
come to COVID-19,440,0.007120000000000001,come,1
record [number] COVID-19,436,0.00705,record,1
handle coronavirus,436,0.00705,handle,1
respond to coronavirus,435,0.00703,respond,1
discuss COVID-19,429,0.006940000000000001,discuss,1
screen for COVID-19,427,0.0069099999999999995,screen,1
curb COVID-19,427,0.0069099999999999995,curb,1
flatten the COVID-19,426,0.00689,flatten,1
develop a COVID-19,426,0.00689,develop,1
help coronavirus,425,0.00687,help,1
track coronavirus,424,0.00686,track,1
have the COVID-19,420,0.006790000000000001,have,1
face COVID-19,420,0.006790000000000001,face,1
confront the coronavirus,413,0.006679999999999999,confront,1
curb coronavirus,410,0.00663,curb,1
help fight coronavirus,406,0.00657,help fight,2
transmit COVID-19,404,0.006529999999999999,transmit,1
exploit the coronavirus,404,0.006529999999999999,exploit,1
evolve COVID-19,404,0.006529999999999999,evolve,1
offer COVID-19,401,0.006490000000000001,offer,1
cope with coronavirus,398,0.00644,cope,1
overcome COVID-19,397,0.00642,overcome,1
protect against COVID-19,395,0.00639,protect,1
slow the coronavirus,394,0.006370000000000001,slow,1
break coronavirus,389,0.00629,break,1
keep the coronavirus,388,0.00627,keep,1
expand COVID-19,388,0.00627,expand,1
kill coronavirus,387,0.00626,kill,1
face the COVID-19,386,0.00624,face,1
stop coronavirus,383,0.00619,stop,1
develop a coronavirus,380,0.00615,develop,1
prepare for COVID-19,379,0.00613,prepare,1
identify COVID-19,376,0.0060799999999999995,identify,1
do COVID-19,375,0.00606,do,1
launch COVID-19,373,0.00603,launch,1
flatten the coronavirus,371,0.006,flatten,1
navigate the COVID-19,370,0.00598,navigate,1
test coronavirus,367,0.00594,test,1
know COVID-19,366,0.00592,know,1
declare the coronavirus,365,0.0059,declare,1
call coronavirus,365,0.0059,call,1
have a coronavirus,363,0.00587,have,1
bring COVID-19,363,0.00587,bring,1
survive the COVID-19,362,0.00585,survive,1
cover COVID-19,362,0.00585,cover,1
infect by coronavirus,361,0.00584,infect,1
have have coronavirus,360,0.0058200000000000005,have have,2
create a COVID-19,360,0.0058200000000000005,create,1
find COVID-19,357,0.00577,find,1
hospitalize for COVID-19,354,0.00573,hospitalize,1
say that coronavirus,353,0.00571,say,1
increase coronavirus,351,0.005679999999999999,increase,1
weather the COVID-19,350,0.00566,weather,1
treat for coronavirus,349,0.00564,treat,1
think the coronavirus,348,0.00563,think,1
be that COVID-19,344,0.00556,be,1
monitor the COVID-19,341,0.00551,monitor,1
confirm [number] COVID-19,339,0.00548,confirm,1
rise coronavirus,338,0.00547,rise,1
be no coronavirus,337,0.00545,be,1
support the COVID-19,336,0.00543,support,1
know about COVID-19,336,0.00543,know,1
launch a COVID-19,334,0.0054,launch,1
avoid COVID-19,334,0.0054,avoid,1
monitor COVID-19,333,0.00539,monitor,1
flout coronavirus,332,0.005370000000000001,flout,1
carry the coronavirus,332,0.005370000000000001,carry,1
see the coronavirus,330,0.00534,see,1
help with COVID-19,330,0.00534,help,1
grow COVID-19,330,0.00534,grow,1
bring the coronavirus,329,0.00532,bring,1
spread of COVID-19,327,0.0052899999999999996,spread,1
mitigate COVID-19,326,0.00527,mitigate,1
confirm [number] coronavirus,326,0.00527,confirm,1
let the coronavirus,324,0.00524,let,1
breach coronavirus,323,0.005220000000000001,breach,1
avoid coronavirus,322,0.00521,avoid,1
use for COVID-19,319,0.0051600000000000005,use,1
cause the COVID-19,318,0.00514,cause,1
receive COVID-19,317,0.00513,receive,1
present by COVID-19,317,0.00513,present,1
keep coronavirus,317,0.00513,keep,1
concern COVID-19,315,0.00509,concern,1
reduce COVID-19,314,0.0050799999999999994,reduce,1
make coronavirus,311,0.00503,make,1
designate COVID-19,310,0.0050100000000000006,designate,1
take the COVID-19,305,0.0049299999999999995,take,1
include coronavirus,305,0.0049299999999999995,include,1
say . COVID-19,303,0.0049,say,1
extend coronavirus,303,0.0049,extend,1
conduct coronavirus,303,0.0049,conduct,1
curb the COVID-19,302,0.00488,curb,1
cite the coronavirus,299,0.00484,cite,1
discuss coronavirus,297,0.0048,discuss,1
carry COVID-19,297,0.0048,carry,1
call the COVID-19,295,0.00477,call,1
succumb to coronavirus,293,0.00474,succumb,1
give COVID-19,293,0.00474,give,1
see coronavirus,292,0.00472,see,1
receive coronavirus,291,0.00471,receive,1
help combat COVID-19,289,0.0046700000000000005,help combat,2
spread of coronavirus,286,0.00463,spread,1
control the COVID-19,285,0.00461,control,1
be no COVID-19,285,0.00461,be,1
care for coronavirus,284,0.0045899999999999995,care,1
bring coronavirus,284,0.0045899999999999995,bring,1
cause coronavirus,282,0.00456,cause,1
associate with coronavirus,278,0.0045,associate,1
provide coronavirus,276,0.00446,provide,1
worsen coronavirus,274,0.00443,worsen,1
protect against coronavirus,274,0.00443,protect,1
overcome the COVID-19,274,0.00443,overcome,1
find coronavirus,273,0.00442,find,1
experience coronavirus,266,0.0043,experience,1
expect COVID-19,264,0.00427,expect,1
be treat COVID-19,262,0.00424,be treat,2
know that COVID-19,259,0.00419,know,1
counter the coronavirus,259,0.00419,counter,1
be not COVID-19,259,0.00419,be,1
suspect coronavirus,258,0.00417,suspect,1
navigate the coronavirus,258,0.00417,navigate,1
stem the coronavirus,257,0.0041600000000000005,stem,1
expand coronavirus,256,0.00414,expand,1
suggest that COVID-19,252,0.004079999999999999,suggest,1
make the coronavirus,252,0.004079999999999999,make,1
include the coronavirus,250,0.00404,include,1
downplay the coronavirus,250,0.00404,downplay,1
rise COVID-19,249,0.00403,rise,1
think COVID-19,248,0.0040100000000000005,think,1
kill COVID-19,247,0.00399,kill,1
expect the coronavirus,247,0.00399,expect,1
cause the coronavirus,247,0.00399,cause,1
arise from COVID-19,247,0.00399,arise,1
release COVID-19,246,0.00398,release,1
get a coronavirus,245,0.00396,get,1
work with COVID-19,244,0.00395,work,1
believe COVID-19,244,0.00395,believe,1
work on COVID-19,243,0.0039299999999999995,work,1
ease COVID-19,242,0.00391,ease,1
end the coronavirus,241,0.0039,end,1
kill by coronavirus,236,0.003820000000000001,kill,1
surround coronavirus,235,0.0038,surround,1
cover the coronavirus,235,0.0038,cover,1
control coronavirus,234,0.0037799999999999995,control,1
cite coronavirus,233,0.0037700000000000003,cite,1
face coronavirus,231,0.00374,face,1
pose by coronavirus,229,0.0037,pose,1
enforce coronavirus,229,0.0037,enforce,1
show that COVID-19,228,0.0036899999999999997,show,1
declare coronavirus,228,0.0036899999999999997,declare,1
concern about COVID-19,226,0.00365,concern,1
be fight COVID-19,225,0.00364,be fight,2
support coronavirus,221,0.0035700000000000007,support,1
suggest the coronavirus,220,0.0035600000000000002,suggest,1
cite COVID-19,220,0.0035600000000000002,cite,1
hospitalize with coronavirus,219,0.0035399999999999997,hospitalize,1
focus on coronavirus,218,0.0035299999999999997,focus,1
confront COVID-19,218,0.0035299999999999997,confront,1
suggest COVID-19,217,0.00351,suggest,1
give coronavirus,217,0.00351,give,1
come the coronavirus,216,0.00349,come,1
avoid the coronavirus,215,0.0034799999999999996,avoid,1
concern the coronavirus,214,0.00346,concern,1
get a COVID-19,213,0.00344,get,1
create COVID-19,213,0.00344,create,1
come to coronavirus,213,0.00344,come,1
involve COVID-19,212,0.00343,involve,1
do with COVID-19,212,0.00343,do,1
rage coronavirus,210,0.0034,rage,1
accept COVID-19,210,0.0034,accept,1
ravage coronavirus,209,0.0033799999999999998,ravage,1
update COVID-19,207,0.00335,update,1
exhibit COVID-19,207,0.00335,exhibit,1
die with COVID-19,207,0.00335,die,1
confront the COVID-19,207,0.00335,confront,1
worry about COVID-19,206,0.0033299999999999996,worry,1
spread the COVID-19,206,0.0033299999999999996,spread,1
post COVID-19,206,0.0033299999999999996,post,1
kill by COVID-19,206,0.0033299999999999996,kill,1
let COVID-19,205,0.0033200000000000005,let,1
establish a COVID-19,205,0.0033200000000000005,establish,1
identify coronavirus,204,0.0033,identify,1
track the coronavirus,203,0.00328,track,1
talk about COVID-19,203,0.00328,talk,1
include the COVID-19,203,0.00328,include,1
help with coronavirus,203,0.00328,help,1
treat the COVID-19,201,0.00325,treat,1
transmit the coronavirus,200,0.00323,transmit,1
address coronavirus,200,0.00323,address,1
offer coronavirus,198,0.0032,offer,1
cure the coronavirus,198,0.0032,cure,1
counter COVID-19,198,0.0032,counter,1
mitigate the coronavirus,197,0.0031899999999999997,mitigate,1
discuss the COVID-19,197,0.0031899999999999997,discuss,1
detect the coronavirus,197,0.0031899999999999997,detect,1
carry coronavirus,197,0.0031899999999999997,carry,1
be battle COVID-19,197,0.0031899999999999997,be battle,2
adapt to COVID-19,196,0.00317,adapt,1
undergo COVID-19,195,0.00315,undergo,1
describe the coronavirus,195,0.00315,describe,1
be before COVID-19,195,0.00315,be,1
believe that COVID-19,194,0.00314,believe,1
know about coronavirus,193,0.00312,know,1
confirm with COVID-19,193,0.00312,confirm,1
import COVID-19,192,0.0031100000000000004,import,1
be battle coronavirus,192,0.0031100000000000004,be battle,2
understand COVID-19,190,0.00307,understand,1
lose to COVID-19,188,0.0030399999999999997,lose,1
slow coronavirus,187,0.00302,slow,1
escalate coronavirus,187,0.00302,escalate,1
claim the coronavirus,187,0.00302,claim,1
worry about coronavirus,186,0.00301,worry,1
announce COVID-19,186,0.00301,announce,1
note that COVID-19,184,0.00298,note,1
monitor the coronavirus,184,0.00298,monitor,1
ignore coronavirus,184,0.00298,ignore,1
acquire COVID-19,184,0.00298,acquire,1
talk about coronavirus,183,0.00296,talk,1
dedicate to COVID-19,183,0.00296,dedicate,1
relax coronavirus,182,0.00294,relax,1
allow the coronavirus,182,0.00294,allow,1
allow COVID-19,182,0.00294,allow,1
transmit coronavirus,180,0.0029100000000000003,transmit,1
refer to COVID-19,180,0.0029100000000000003,refer,1
overcome coronavirus,180,0.0029100000000000003,overcome,1
violate coronavirus,179,0.0028899999999999998,violate,1
tie to COVID-19,179,0.0028899999999999998,tie,1
transport COVID-19,178,0.00288,transport,1
see the COVID-19,178,0.00288,see,1
help treat COVID-19,178,0.00288,help treat,2
exploit the COVID-19,178,0.00288,exploit,1
be treat coronavirus,178,0.00288,be treat,2
slow COVID-19,177,0.00286,slow,1
show the coronavirus,177,0.00286,show,1
ravage COVID-19,177,0.00286,ravage,1
compare the coronavirus,177,0.00286,compare,1
import coronavirus,175,0.00283,import,1
screen for coronavirus,174,0.00281,screen,1
limit COVID-19,174,0.00281,limit,1
happen with COVID-19,173,0.0028,happen,1
stem from COVID-19,172,0.00278,stem,1
grapple with COVID-19,172,0.00278,grapple,1
consider the coronavirus,172,0.00278,consider,1
consider COVID-19,172,0.00278,consider,1
violate COVID-19,171,0.00277,violate,1
reduce coronavirus,171,0.00277,reduce,1
overwhelm with COVID-19,171,0.00277,overwhelm,1
launch the COVID-19,171,0.00277,launch,1
know the coronavirus,171,0.00277,know,1
diagnose coronavirus,171,0.00277,diagnose,1
break the coronavirus,169,0.0027300000000000002,break,1
ramp up coronavirus,168,0.0027199999999999998,ramp,1
be not coronavirus,167,0.0027,be,1
benefit COVID-19,166,0.00268,benefit,1
need for COVID-19,165,0.00267,need,1
do with coronavirus,165,0.00267,do,1
do the coronavirus,165,0.00267,do,1
be experience COVID-19,165,0.00267,be experience,2
prepare for coronavirus,164,0.00265,prepare,1
confirm positive COVID-19,164,0.00265,confirm,1
compare COVID-19,164,0.00265,compare,1
worsen COVID-19,163,0.00264,worsen,1
navigate COVID-19,163,0.00264,navigate,1
mitigate the COVID-19,163,0.00264,mitigate,1
defy coronavirus,163,0.00264,defy,1
owe to COVID-19,162,0.00262,owe,1
work on coronavirus,161,0.0026,work,1
have no COVID-19,161,0.0026,have,1
cover coronavirus,160,0.00259,cover,1
warn the coronavirus,158,0.00256,warn,1
ease the coronavirus,158,0.00256,ease,1
become a coronavirus,158,0.00256,become,1
breach COVID-19,157,0.0025399999999999997,breach,1
lift COVID-19,156,0.00252,lift,1
overwhelm by COVID-19,155,0.00251,overwhelm,1
conduct [number] coronavirus,155,0.00251,conduct,1
use for coronavirus,154,0.00249,use,1
display COVID-19,154,0.00249,display,1
share COVID-19,153,0.00247,share,1
predict the coronavirus,153,0.00247,predict,1
have confirm COVID-19,153,0.00247,have confirm,2
declare the COVID-19,152,0.00246,declare,1
connect to COVID-19,151,0.00244,connect,1
blame the coronavirus,151,0.00244,blame,1
work with coronavirus,150,0.00243,work,1
enforce COVID-19,150,0.00243,enforce,1
believe the COVID-19,150,0.00243,believe,1
be fight coronavirus,150,0.00243,be fight,2
add COVID-19,150,0.00243,add,1
protect from COVID-19,149,0.0024100000000000002,protect,1
become COVID-19,149,0.0024100000000000002,become,1
warn coronavirus,148,0.0023899999999999998,warn,1
set up COVID-19,148,0.0023899999999999998,set,1
prevent the COVID-19,148,0.0023899999999999998,prevent,1
have report COVID-19,148,0.0023899999999999998,have report,2
confirm novel coronavirus,148,0.0023899999999999998,confirm,1
visit the COVID-19,147,0.00238,visit,1
pass coronavirus,147,0.00238,pass,1
do coronavirus,147,0.00238,do,1
counter coronavirus,147,0.00238,counter,1
perform COVID-19,146,0.00236,perform,1
hope the coronavirus,146,0.00236,hope,1
display coronavirus,146,0.00236,display,1
learn about COVID-19,145,0.00234,learn,1
have more coronavirus,145,0.00234,have,1
believe coronavirus,145,0.00234,believe,1
trace coronavirus,144,0.00233,trace,1
owe to coronavirus,144,0.00233,owe,1
establish COVID-19,144,0.00233,establish,1
attribute to coronavirus,144,0.00233,attribute,1
process COVID-19,143,0.00231,process,1
predict COVID-19,143,0.00231,predict,1
lose to coronavirus,143,0.00231,lose,1
extend COVID-19,143,0.00231,extend,1
trigger by COVID-19,142,0.0023,trigger,1
create coronavirus,142,0.0023,create,1
afflict with COVID-19,142,0.0023,afflict,1
warn that COVID-19,141,0.00228,warn,1
claim coronavirus,141,0.00228,claim,1
pertain to COVID-19,140,0.0022600000000000003,pertain,1
comply with COVID-19,140,0.0022600000000000003,comply,1
undergo coronavirus,139,0.00225,undergo,1
have no coronavirus,139,0.00225,have,1
extend the coronavirus,139,0.00225,extend,1
create a coronavirus,138,0.00223,create,1
name COVID-19,137,0.0022199999999999998,name,1
eliminate COVID-19,137,0.0022199999999999998,eliminate,1
ramp up COVID-19,136,0.0022,ramp,1
launch coronavirus,136,0.0022,launch,1
come COVID-19,136,0.0022,come,1
be use COVID-19,136,0.0022,be use,2
send coronavirus,135,0.00218,send,1
help treat coronavirus,134,0.00217,help treat,2
compare coronavirus,134,0.00217,compare,1
take a coronavirus,133,0.00215,take,1
struggle with COVID-19,133,0.00215,struggle,1
get the COVID-19,133,0.00215,get,1
ensure that COVID-19,133,0.00215,ensure,1
understand the coronavirus,132,0.00213,understand,1
defeat the COVID-19,132,0.00213,defeat,1
cite the COVID-19,132,0.00213,cite,1
eradicate COVID-19,131,0.00212,eradicate,1
enforce the coronavirus,131,0.00212,enforce,1
emerge coronavirus,131,0.00212,emerge,1
be on COVID-19,131,0.00212,be,1
administer COVID-19,131,0.00212,administer,1
accept coronavirus,131,0.00212,accept,1
suspect of COVID-19,130,0.0021,suspect,1
manage coronavirus,130,0.0021,manage,1
implement COVID-19,129,0.00209,implement,1
hospitalise with coronavirus,129,0.00209,hospitalise,1
have test COVID-19,128,0.00207,have test,2
expect coronavirus,128,0.00207,expect,1
be test COVID-19,128,0.00207,be test,2
be for COVID-19,128,0.00207,be,1
lift the coronavirus,127,0.00205,lift,1
involve in COVID-19,127,0.00205,involve,1
fear the coronavirus,127,0.00205,fear,1
stop the COVID-19,125,0.00202,stop,1
base on COVID-19,125,0.00202,base,1
link coronavirus,124,0.00201,link,1
flout the coronavirus,124,0.00201,flout,1
hospitalize coronavirus,123,0.00199,hospitalize,1
describe COVID-19,123,0.00199,describe,1
be confirm COVID-19,123,0.00199,be confirm,2
unfold coronavirus,122,0.00197,unfold,1
register [number] coronavirus,122,0.00197,register,1
mention COVID-19,122,0.00197,mention,1
break COVID-19,122,0.00197,break,1
become coronavirus,122,0.00197,become,1
house COVID-19,121,0.00196,house,1
suggest coronavirus,120,0.0019399999999999999,suggest,1
fear coronavirus,120,0.0019399999999999999,fear,1
become a COVID-19,120,0.0019399999999999999,become,1
be in coronavirus,120,0.0019399999999999999,be,1
consider the COVID-19,119,0.0019199999999999998,consider,1
"cause , COVID-19",119,0.0019199999999999998,cause,1
admit COVID-19,119,0.0019199999999999998,admit,1
mention the coronavirus,118,0.0019100000000000002,mention,1
list COVID-19,118,0.0019100000000000002,list,1
have any COVID-19,118,0.0019100000000000002,have,1
counter the COVID-19,118,0.0019100000000000002,counter,1
aid coronavirus,118,0.0019100000000000002,aid,1
trace COVID-19,117,0.0018899999999999998,trace,1
think coronavirus,117,0.0018899999999999998,think,1
pass COVID-19,117,0.0018899999999999998,pass,1
meet COVID-19,117,0.0018899999999999998,meet,1
exploit coronavirus,117,0.0018899999999999998,exploit,1
deliver COVID-19,117,0.0018899999999999998,deliver,1
state that COVID-19,116,0.0018800000000000002,state,1
read more coronavirus,116,0.0018800000000000002,read,1
accommodate COVID-19,116,0.0018800000000000002,accommodate,1
produce COVID-19,115,0.00186,produce,1
learn from COVID-19,115,0.00186,learn,1
be use coronavirus,115,0.00186,be use,2
be find COVID-19,115,0.00186,be find,2
take a COVID-19,114,0.0018399999999999998,take,1
claim that COVID-19,114,0.0018399999999999998,claim,1
unfold COVID-19,113,0.00183,unfold,1
register [number] COVID-19,113,0.00183,register,1
occasion by COVID-19,113,0.00183,occasion,1
monitor coronavirus,113,0.00183,monitor,1
launch a coronavirus,113,0.00183,launch,1
halt the coronavirus,113,0.00183,halt,1
await COVID-19,113,0.00183,await,1
announce coronavirus,113,0.00183,announce,1
allow coronavirus,113,0.00183,allow,1
help the coronavirus,112,0.0018100000000000002,help,1
create by coronavirus,112,0.0018100000000000002,create,1
concern the COVID-19,112,0.0018100000000000002,concern,1
receive a COVID-19,111,0.0018,receive,1
have more COVID-19,111,0.0018,have,1
grapple with coronavirus,111,0.0018,grapple,1
drive by COVID-19,111,0.0018,drive,1
donate to COVID-19,111,0.0018,donate,1
attend to COVID-19,111,0.0018,attend,1
mention coronavirus,110,0.0017800000000000001,mention,1
lead the coronavirus,110,0.0017800000000000001,lead,1
find the coronavirus,110,0.0017800000000000001,find,1
expect the COVID-19,110,0.0017800000000000001,expect,1
exhibit coronavirus,110,0.0017800000000000001,exhibit,1
document COVID-19,110,0.0017800000000000001,document,1
struggle with coronavirus,109,0.00176,struggle,1
lead coronavirus,109,0.00176,lead,1
confront coronavirus,108,0.00175,confront,1
come coronavirus,108,0.00175,come,1
bring by COVID-19,108,0.00175,bring,1
assist with COVID-19,108,0.00175,assist,1
approve COVID-19,108,0.00175,approve,1
rage COVID-19,107,0.00173,rage,1
politicize the coronavirus,107,0.00173,politicize,1
keep the COVID-19,107,0.00173,keep,1
ensure COVID-19,107,0.00173,ensure,1
end coronavirus,107,0.00173,end,1
create the COVID-19,107,0.00173,create,1
predict coronavirus,106,0.0017100000000000001,predict,1
know as coronavirus,106,0.0017100000000000001,know,1
distribute COVID-19,106,0.0017100000000000001,distribute,1
understand how COVID-19,105,0.0017,understand,1
suffer coronavirus,105,0.0017,suffer,1
overwhelm by coronavirus,105,0.0017,overwhelm,1
fight off COVID-19,105,0.0017,fight,1
