Concordance,Frequency,Pmil,Verb,Count
carry COVID-19,87,0.07584,carry,1
avoid coronavirus,87,0.07584,avoid,1
adhere to coronavirus,87,0.07584,adhere,1
navigate the coronavirus,86,0.07497000000000001,navigate,1
involve COVID-19,86,0.07497000000000001,involve,1
stem from COVID-19,85,0.0741,stem,1
bring by COVID-19,85,0.0741,bring,1
maintain COVID-19,84,0.07322999999999999,maintain,1
kill the coronavirus,84,0.07322999999999999,kill,1
help with COVID-19,84,0.07322999999999999,help,1
see the coronavirus,83,0.07235,see,1
launch COVID-19,83,0.07235,launch,1
bring coronavirus,83,0.07235,bring,1
vaccinate against COVID-19,82,0.07148,vaccinate,1
stop coronavirus,82,0.07148,stop,1
pass a COVID-19,82,0.07148,pass,1
grapple with COVID-19,82,0.07148,grapple,1
fear COVID-19,82,0.07148,fear,1
consider the COVID-19,82,0.07148,consider,1
beat coronavirus,82,0.07148,beat,1
impose by COVID-19,81,0.07061,impose,1
downplay COVID-19,81,0.07061,downplay,1
delay by COVID-19,80,0.06974,delay,1
tighten COVID-19,79,0.06887,tighten,1
refer to COVID-19,79,0.06887,refer,1
abide by COVID-19,79,0.06887,abide,1
learn about COVID-19,78,0.06799,learn,1
allow the coronavirus,78,0.06799,allow,1
show the coronavirus,77,0.06712,show,1
provide coronavirus,77,0.06712,provide,1
limit COVID-19,77,0.06712,limit,1
ensure that COVID-19,77,0.06712,ensure,1
transmit the coronavirus,76,0.06625,transmit,1
study COVID-19,76,0.06625,study,1
prepare for COVID-19,76,0.06625,prepare,1
have any COVID-19,76,0.06625,have,1
happen with COVID-19,76,0.06625,happen,1
protect from COVID-19,75,0.06538,protect,1
call coronavirus,75,0.06538,call,1
update its COVID-19,74,0.06451,update,1
struggle with COVID-19,74,0.06451,struggle,1
produce COVID-19,74,0.06451,produce,1
predict COVID-19,74,0.06451,predict,1
improve COVID-19,74,0.06451,improve,1
face the coronavirus,74,0.06451,face,1
discuss the COVID-19,74,0.06451,discuss,1
discuss coronavirus,74,0.06451,discuss,1
claim COVID-19,74,0.06451,claim,1
add that COVID-19,74,0.06451,add,1
describe COVID-19,73,0.06364,describe,1
trigger by COVID-19,72,0.06276,trigger,1
think the coronavirus,72,0.06276,think,1
look at COVID-19,72,0.06276,look,1
help fight COVID-19,71,0.06189,help fight,2
be experience COVID-19,71,0.06189,be experience,2
pass a coronavirus,70,0.06102000000000001,pass,1
distribute a COVID-19,70,0.06102000000000001,distribute,1
detect the coronavirus,70,0.06102000000000001,detect,1
carry the coronavirus,70,0.06102000000000001,carry,1
call the COVID-19,70,0.06102000000000001,call,1
violate the COVID-19,69,0.06015,violate,1
receive coronavirus,69,0.06015,receive,1
extend COVID-19,69,0.06015,extend,1
deliver COVID-19,69,0.06015,deliver,1
add COVID-19,69,0.06015,add,1
accelerate by COVID-19,69,0.06015,accelerate,1
surpass [number] COVID-19,68,0.059279999999999985,surpass,1
lift coronavirus,68,0.059279999999999985,lift,1
launch a COVID-19,68,0.059279999999999985,launch,1
eliminate COVID-19,68,0.059279999999999985,eliminate,1
blame COVID-19,68,0.059279999999999985,blame,1
respond to coronavirus,67,0.058410000000000004,respond,1
infect by coronavirus,67,0.058410000000000004,infect,1
have catch COVID-19,67,0.058410000000000004,have catch,2
declare the coronavirus,67,0.058410000000000004,declare,1
warn that COVID-19,66,0.05753,warn,1
lead COVID-19,66,0.05753,lead,1
give coronavirus,66,0.05753,give,1
follow positive COVID-19,66,0.05753,follow,1
end COVID-19,66,0.05753,end,1
announce his COVID-19,66,0.05753,announce,1
support the COVID-19,65,0.05666,support,1
suggest the coronavirus,65,0.05666,suggest,1
have test COVID-19,65,0.05666,have test,2
develop severe COVID-19,65,0.05666,develop,1
claim the coronavirus,65,0.05666,claim,1
be follow COVID-19,65,0.05666,be follow,2
work on COVID-19,64,0.05579,work,1
seek COVID-19,64,0.05579,seek,1
rage COVID-19,64,0.05579,rage,1
import COVID-19,64,0.05579,import,1
hospitalize for coronavirus,64,0.05579,hospitalize,1
claim coronavirus,64,0.05579,claim,1
cause the COVID-19,64,0.05579,cause,1
survive coronavirus,63,0.054920000000000004,survive,1
suggest COVID-19,63,0.054920000000000004,suggest,1
lift COVID-19,63,0.054920000000000004,lift,1
learn from COVID-19,63,0.054920000000000004,learn,1
kill coronavirus,63,0.054920000000000004,kill,1
keep the COVID-19,63,0.054920000000000004,keep,1
indicate that COVID-19,63,0.054920000000000004,indicate,1
flatten the COVID-19,63,0.054920000000000004,flatten,1
distribute coronavirus,63,0.054920000000000004,distribute,1
distribute a coronavirus,63,0.054920000000000004,distribute,1
believe the COVID-19,63,0.054920000000000004,believe,1
acknowledge that COVID-19,63,0.054920000000000004,acknowledge,1
talk about coronavirus,62,0.05405,talk,1
offer coronavirus,62,0.05405,offer,1
know coronavirus,62,0.05405,know,1
defeat coronavirus,62,0.05405,defeat,1
curb the COVID-19,62,0.05405,curb,1
consider the coronavirus,62,0.05405,consider,1
accommodate COVID-19,62,0.05405,accommodate,1
have catch coronavirus,61,0.05318,have catch,2
end the coronavirus,61,0.05318,end,1
create COVID-19,61,0.05318,create,1
transmit coronavirus,60,0.0523,transmit,1
see the COVID-19,60,0.0523,see,1
relax COVID-19,60,0.0523,relax,1
kill by COVID-19,60,0.0523,kill,1
include a COVID-19,60,0.0523,include,1
ignore COVID-19,60,0.0523,ignore,1
continue COVID-19,60,0.0523,continue,1
come the coronavirus,60,0.0523,come,1
become COVID-19,60,0.0523,become,1
associate with coronavirus,60,0.0523,associate,1
say a COVID-19,59,0.05143,say,1
receive a coronavirus,59,0.05143,receive,1
observe the COVID-19,59,0.05143,observe,1
await COVID-19,59,0.05143,await,1
treat [number] COVID-19,58,0.05056,treat,1
soar COVID-19,58,0.05056,soar,1
minimize COVID-19,58,0.05056,minimize,1
devastate by COVID-19,58,0.05056,devastate,1
add . COVID-19,58,0.05056,add,1
succumb to coronavirus,57,0.04969,succumb,1
spread the COVID-19,57,0.04969,spread,1
spike coronavirus,57,0.04969,spike,1
recover coronavirus,57,0.04969,recover,1
put COVID-19,57,0.04969,put,1
process COVID-19,57,0.04969,process,1
issue COVID-19,57,0.04969,issue,1
experience a COVID-19,57,0.04969,experience,1
emerge from COVID-19,57,0.04969,emerge,1
cause the coronavirus,57,0.04969,cause,1
become a COVID-19,57,0.04969,become,1
be battle COVID-19,57,0.04969,be battle,2
administer a COVID-19,57,0.04969,administer,1
work with COVID-19,56,0.04882,work,1
surround coronavirus,56,0.04882,surround,1
register [number] COVID-19,56,0.04882,register,1
mishandle the coronavirus,56,0.04882,mishandle,1
hospitalise COVID-19,56,0.04882,hospitalise,1
find coronavirus,56,0.04882,find,1
confront the COVID-19,56,0.04882,confront,1
claim that COVID-19,56,0.04882,claim,1
be for COVID-19,56,0.04882,be,1
announce new coronavirus,56,0.04882,announce,1
remain COVID-19,55,0.047939999999999997,remain,1
pass coronavirus,55,0.047939999999999997,pass,1
live with coronavirus,55,0.047939999999999997,live,1
lead coronavirus,55,0.047939999999999997,lead,1
kill COVID-19,55,0.047939999999999997,kill,1
cover coronavirus,55,0.047939999999999997,cover,1
conduct [number] COVID-19,55,0.047939999999999997,conduct,1
wait for COVID-19,54,0.04707,wait,1
slow COVID-19,54,0.04707,slow,1
require COVID-19,54,0.04707,require,1
pertain to COVID-19,54,0.04707,pertain,1
perform COVID-19,54,0.04707,perform,1
occasion by COVID-19,54,0.04707,occasion,1
involve in COVID-19,54,0.04707,involve,1
go through COVID-19,54,0.04707,go,1
follow strict COVID-19,54,0.04707,follow,1
exhibit COVID-19,54,0.04707,exhibit,1
become a coronavirus,54,0.04707,become,1
announce new COVID-19,54,0.04707,announce,1
affect COVID-19,54,0.04707,affect,1
think that COVID-19,53,0.0462,think,1
receive the COVID-19,53,0.0462,receive,1
introduce COVID-19,53,0.0462,introduce,1
hurt by COVID-19,53,0.0462,hurt,1
have report COVID-19,53,0.0462,have report,2
have more COVID-19,53,0.0462,have,1
have handle COVID-19,53,0.0462,have handle,2
have be COVID-19,53,0.0462,have be,2
designate COVID-19,53,0.0462,designate,1
concern the coronavirus,53,0.0462,concern,1
spiral coronavirus,52,0.04533,spiral,1
send COVID-19,52,0.04533,send,1
pose by coronavirus,52,0.04533,pose,1
need a COVID-19,52,0.04533,need,1
lead to COVID-19,52,0.04533,lead,1
investigate COVID-19,52,0.04533,investigate,1
ignore coronavirus,52,0.04533,ignore,1
identify coronavirus,52,0.04533,identify,1
share COVID-19,51,0.04446,share,1
relate : COVID-19,51,0.04446,relate,1
halt COVID-19,51,0.04446,halt,1
dedicate to COVID-19,51,0.04446,dedicate,1
be use COVID-19,51,0.04446,be use,2
see [number] COVID-19,50,0.04359,see,1
report that COVID-19,50,0.04359,report,1
make the COVID-19,50,0.04359,make,1
think coronavirus,49,0.042710000000000005,think,1
have positive COVID-19,49,0.042710000000000005,have,1
follow positive coronavirus,49,0.042710000000000005,follow,1
fear the coronavirus,49,0.042710000000000005,fear,1
confront COVID-19,49,0.042710000000000005,confront,1
confirm with COVID-19,49,0.042710000000000005,confirm,1
compare the coronavirus,49,0.042710000000000005,compare,1
slow the coronavirus,48,0.041839999999999995,slow,1
relax coronavirus,48,0.041839999999999995,relax,1
owe to coronavirus,48,0.041839999999999995,owe,1
hospitalise with coronavirus,48,0.041839999999999995,hospitalise,1
find a COVID-19,48,0.041839999999999995,find,1
break the coronavirus,48,0.041839999999999995,break,1
spike COVID-19,47,0.04097,spike,1
record COVID-19,47,0.04097,record,1
ravage by COVID-19,47,0.04097,ravage,1
list COVID-19,47,0.04097,list,1
face with COVID-19,47,0.04097,face,1
cover the coronavirus,47,0.04097,cover,1
cope with coronavirus,47,0.04097,cope,1
confront the coronavirus,47,0.04097,confront,1
concern the COVID-19,47,0.04097,concern,1
believe coronavirus,47,0.04097,believe,1
be on COVID-19,47,0.04097,be,1
adjust to COVID-19,47,0.04097,adjust,1
warn that coronavirus,46,0.0401,warn,1
undergo a coronavirus,46,0.0401,undergo,1
sideline by COVID-19,46,0.0401,sideline,1
pass another coronavirus,46,0.0401,pass,1
occupy by coronavirus,46,0.0401,occupy,1
linger COVID-19,46,0.0401,linger,1
display COVID-19,46,0.0401,display,1
continue coronavirus,46,0.0401,continue,1
change COVID-19,46,0.0401,change,1
accept COVID-19,46,0.0401,accept,1
target COVID-19,45,0.03923,target,1
stem the coronavirus,45,0.03923,stem,1
report new coronavirus,45,0.03923,report,1
prompt by COVID-19,45,0.03923,prompt,1
mean COVID-19,45,0.03923,mean,1
know the coronavirus,45,0.03923,know,1
hold COVID-19,45,0.03923,hold,1
diagnose coronavirus,45,0.03923,diagnose,1
declare the COVID-19,45,0.03923,declare,1
complete COVID-19,45,0.03923,complete,1
assess COVID-19,45,0.03923,assess,1
approve a COVID-19,45,0.03923,approve,1
warn coronavirus,44,0.038360000000000005,warn,1
store COVID-19,44,0.038360000000000005,store,1
spread of coronavirus,44,0.038360000000000005,spread,1
revise COVID-19,44,0.038360000000000005,revise,1
provide a COVID-19,44,0.038360000000000005,provide,1
monitor for COVID-19,44,0.038360000000000005,monitor,1
mention COVID-19,44,0.038360000000000005,mention,1
have see COVID-19,44,0.038360000000000005,have see,2
have get COVID-19,44,0.038360000000000005,have get,2
focus on coronavirus,44,0.038360000000000005,focus,1
escalate coronavirus,44,0.038360000000000005,escalate,1
downplay coronavirus,44,0.038360000000000005,downplay,1
connect to COVID-19,44,0.038360000000000005,connect,1
add [number] coronavirus,44,0.038360000000000005,add,1
acquire coronavirus,44,0.038360000000000005,acquire,1
show that coronavirus,43,0.03748,show,1
report new COVID-19,43,0.03748,report,1
overwhelm by COVID-19,43,0.03748,overwhelm,1
moderate COVID-19,43,0.03748,moderate,1
mandate COVID-19,43,0.03748,mandate,1
launch the COVID-19,43,0.03748,launch,1
give that COVID-19,43,0.03748,give,1
depend on COVID-19,43,0.03748,depend,1
conduct coronavirus,43,0.03748,conduct,1
conduct [number] coronavirus,43,0.03748,conduct,1
be take COVID-19,43,0.03748,be take,2
be in COVID-19,43,0.03748,be,1
attribute to coronavirus,43,0.03748,attribute,1
accelerate COVID-19,43,0.03748,accelerate,1
worry about coronavirus,42,0.036610000000000004,worry,1
let the COVID-19,42,0.036610000000000004,let,1
have see coronavirus,42,0.036610000000000004,have see,2
expand coronavirus,42,0.036610000000000004,expand,1
