Concordance,Frequency,Pmil,Verb,Count
cite coronavirus,481,0.00778,cite,1
spread of COVID-19,471,0.00762,spread,1
manage the coronavirus,468,0.00757,manage,1
face the coronavirus,466,0.0075400000000000016,face,1
cure coronavirus,466,0.0075400000000000016,cure,1
suffer from COVID-19,451,0.00729,suffer,1
slow the coronavirus,447,0.007229999999999999,slow,1
report COVID-19,445,0.0072,report,1
confront the coronavirus,445,0.0072,confront,1
infect by coronavirus,442,0.00715,infect,1
weather the coronavirus,435,0.00703,weather,1
believe the coronavirus,423,0.006840000000000001,believe,1
worry about coronavirus,422,0.0068200000000000005,worry,1
tackle the COVID-19,420,0.006790000000000001,tackle,1
fight against coronavirus,420,0.006790000000000001,fight,1
help fight coronavirus,419,0.00678,help fight,2
be [number] coronavirus,419,0.00678,be,1
detect COVID-19,417,0.00674,detect,1
cope with COVID-19,413,0.006679999999999999,cope,1
screen for COVID-19,412,0.006659999999999999,screen,1
have a coronavirus,412,0.006659999999999999,have,1
beat coronavirus,410,0.00663,beat,1
keep the coronavirus,404,0.006529999999999999,keep,1
keep COVID-19,404,0.006529999999999999,keep,1
be no coronavirus,402,0.0065,be,1
concern the coronavirus,396,0.0064,concern,1
screen for coronavirus,394,0.006370000000000001,screen,1
think the coronavirus,391,0.00632,think,1
manage COVID-19,388,0.00627,manage,1
expect the coronavirus,387,0.00626,expect,1
stem the coronavirus,382,0.00618,stem,1
show COVID-19,380,0.00615,show,1
protect against coronavirus,380,0.00615,protect,1
test COVID-19,378,0.00611,test,1
confirm [number] coronavirus,377,0.0061,confirm,1
discuss COVID-19,374,0.00605,discuss,1
keep coronavirus,373,0.00603,keep,1
monitor COVID-19,371,0.006,monitor,1
carry the coronavirus,371,0.006,carry,1
include coronavirus,367,0.00594,include,1
link to COVID-19,366,0.00592,link,1
diagnose COVID-19,366,0.00592,diagnose,1
associate with coronavirus,366,0.00592,associate,1
counter the coronavirus,363,0.00587,counter,1
see the coronavirus,361,0.00584,see,1
provide COVID-19,361,0.00584,provide,1
fight against COVID-19,359,0.00581,fight,1
defeat the coronavirus,359,0.00581,defeat,1
name COVID-19,357,0.00577,name,1
detect coronavirus,357,0.00577,detect,1
evolve coronavirus,355,0.00574,evolve,1
make COVID-19,354,0.00573,make,1
have the COVID-19,354,0.00573,have,1
say that coronavirus,353,0.00571,say,1
pose by coronavirus,353,0.00571,pose,1
follow COVID-19,349,0.00564,follow,1
avoid the coronavirus,349,0.00564,avoid,1
cite the coronavirus,347,0.00561,cite,1
curb COVID-19,344,0.00556,curb,1
kill coronavirus,343,0.00555,kill,1
include the coronavirus,342,0.005529999999999999,include,1
report [number] COVID-19,338,0.00547,report,1
handle the COVID-19,338,0.00547,handle,1
use COVID-19,337,0.00545,use,1
cure COVID-19,337,0.00545,cure,1
know about COVID-19,335,0.00542,know,1
battle the COVID-19,334,0.0054,battle,1
link to coronavirus,333,0.00539,link,1
kill the coronavirus,333,0.00539,kill,1
experience COVID-19,332,0.005370000000000001,experience,1
beat the coronavirus,330,0.00534,beat,1
have a COVID-19,329,0.00532,have,1
cause the COVID-19,329,0.00532,cause,1
increase coronavirus,328,0.0053,increase,1
concern COVID-19,328,0.0053,concern,1
survive coronavirus,326,0.00527,survive,1
refer to COVID-19,322,0.00521,refer,1
bring the coronavirus,322,0.00521,bring,1
take the COVID-19,320,0.00518,take,1
describe the coronavirus,318,0.00514,describe,1
talk about coronavirus,316,0.00511,talk,1
protect against COVID-19,315,0.00509,protect,1
be [number] COVID-19,314,0.00508,be,1
support COVID-19,313,0.00506,support,1
hospitalize with COVID-19,313,0.00506,hospitalize,1
be the COVID-19,312,0.00505,be,1
help fight COVID-19,310,0.0050100000000000006,help fight,2
cover the coronavirus,310,0.0050100000000000006,cover,1
avoid COVID-19,309,0.005,avoid,1
transmit COVID-19,308,0.00498,transmit,1
develop a coronavirus,308,0.00498,develop,1
suspect COVID-19,307,0.00496,suspect,1
be a COVID-19,307,0.00496,be,1
exploit the coronavirus,302,0.00488,exploit,1
come to coronavirus,300,0.00485,come,1
overcome the coronavirus,297,0.0048,overcome,1
manage the COVID-19,297,0.0048,manage,1
face coronavirus,295,0.00477,face,1
say that COVID-19,292,0.00472,say,1
predict the coronavirus,288,0.00466,predict,1
have [number] COVID-19,287,0.00464,have,1
defeat coronavirus,285,0.00461,defeat,1
cover COVID-19,283,0.00458,cover,1
import coronavirus,281,0.00454,import,1
cover coronavirus,281,0.00454,cover,1
treat for coronavirus,279,0.00451,treat,1
come to COVID-19,277,0.00448,come,1
get a coronavirus,276,0.00446,get,1
experience coronavirus,276,0.00446,experience,1
counter coronavirus,276,0.00446,counter,1
defeat COVID-19,271,0.004379999999999999,defeat,1
bring coronavirus,271,0.004379999999999999,bring,1
develop a COVID-19,270,0.004370000000000001,develop,1
call the COVID-19,269,0.00435,call,1
control COVID-19,268,0.00433,control,1
slow coronavirus,266,0.0043,slow,1
focus on COVID-19,265,0.00429,focus,1
know about coronavirus,264,0.00427,know,1
carry coronavirus,264,0.00427,carry,1
spread the COVID-19,263,0.00425,spread,1
provide coronavirus,263,0.00425,provide,1
help coronavirus,263,0.00425,help,1
test coronavirus,262,0.00424,test,1
result from COVID-19,262,0.00424,result,1
cancel amid coronavirus,262,0.00424,cancel,1
let the coronavirus,261,0.004220000000000001,let,1
concern about coronavirus,261,0.004220000000000001,concern,1
know COVID-19,258,0.00417,know,1
declare the COVID-19,258,0.00417,declare,1
conduct coronavirus,258,0.00417,conduct,1
treat for COVID-19,257,0.0041600000000000005,treat,1
track COVID-19,256,0.00414,track,1
control coronavirus,255,0.00412,control,1
make the coronavirus,252,0.004079999999999999,make,1
track coronavirus,251,0.00406,track,1
care for COVID-19,251,0.00406,care,1
suspect coronavirus,250,0.00404,suspect,1
see coronavirus,250,0.00404,see,1
create a COVID-19,250,0.00404,create,1
conduct COVID-19,249,0.00403,conduct,1
concern about COVID-19,249,0.00403,concern,1
postpone over coronavirus,248,0.0040100000000000005,postpone,1
monitor coronavirus,248,0.0040100000000000005,monitor,1
create by COVID-19,248,0.0040100000000000005,create,1
close amid coronavirus,246,0.00398,close,1
see COVID-19,245,0.00396,see,1
face COVID-19,243,0.00393,face,1
give the COVID-19,241,0.0039,give,1
downplay the coronavirus,240,0.00388,downplay,1
confirm [number] COVID-19,240,0.00388,confirm,1
be that COVID-19,240,0.00388,be,1
use the COVID-19,238,0.00385,use,1
confirm with COVID-19,238,0.00385,confirm,1
carry COVID-19,237,0.00383,carry,1
ignore coronavirus,235,0.0038,ignore,1
expand coronavirus,234,0.00378,expand,1
warn the coronavirus,232,0.00375,warn,1
diagnose coronavirus,230,0.00372,diagnose,1
succumb to COVID-19,229,0.0037,succumb,1
mitigate the coronavirus,229,0.0037,mitigate,1
do COVID-19,229,0.0037,do,1
attribute to COVID-19,229,0.0037,attribute,1
give coronavirus,228,0.00369,give,1
focus on coronavirus,227,0.00367,focus,1
launch COVID-19,224,0.00362,launch,1
face the COVID-19,222,0.00359,face,1
offer coronavirus,221,0.0035700000000000007,offer,1
offer COVID-19,219,0.00354,offer,1
import COVID-19,219,0.00354,import,1
launch a COVID-19,218,0.00353,launch,1
escalate COVID-19,218,0.00353,escalate,1
report first coronavirus,217,0.00351,report,1
confirm novel coronavirus,217,0.00351,confirm,1
identify coronavirus,215,0.00348,identify,1
close over coronavirus,215,0.00348,close,1
beat COVID-19,215,0.00348,beat,1
unfold coronavirus,214,0.00346,unfold,1
record [number] coronavirus,214,0.00346,record,1
increase COVID-19,214,0.00346,increase,1
worry about COVID-19,210,0.0034,worry,1
postpone amid coronavirus,208,0.00336,postpone,1
do with coronavirus,208,0.00336,do,1
compare the coronavirus,208,0.00336,compare,1
worsen COVID-19,207,0.00335,worsen,1
help with coronavirus,207,0.00335,help,1
cure the coronavirus,207,0.00335,cure,1
present by COVID-19,205,0.0033200000000000005,present,1
survive COVID-19,204,0.0033,survive,1
manage coronavirus,203,0.00328,manage,1
help COVID-19,203,0.00328,help,1
navigate the coronavirus,202,0.0032700000000000003,navigate,1
emerge coronavirus,202,0.0032700000000000003,emerge,1
consider the coronavirus,202,0.0032700000000000003,consider,1
bring COVID-19,202,0.0032700000000000003,bring,1
curb the COVID-19,201,0.00325,curb,1
receive coronavirus,200,0.00323,receive,1
flatten the coronavirus,200,0.00323,flatten,1
do coronavirus,200,0.00323,do,1
prevent the COVID-19,198,0.0032,prevent,1
identify COVID-19,194,0.00314,identify,1
say . COVID-19,193,0.00312,say,1
"cause , COVID-19",193,0.00312,cause,1
be not coronavirus,193,0.00312,be,1
have have coronavirus,192,0.0031100000000000004,have have,2
cause coronavirus,190,0.00307,cause,1
be no COVID-19,190,0.00307,be,1
know the coronavirus,189,0.00306,know,1
expect coronavirus,188,0.00304,expect,1
establish a COVID-19,188,0.00304,establish,1
confirm first coronavirus,185,0.00299,confirm,1
limit coronavirus,183,0.00296,limit,1
blame the coronavirus,183,0.00296,blame,1
announce coronavirus,182,0.00294,announce,1
track the coronavirus,181,0.00293,track,1
mount coronavirus,181,0.00293,mount,1
weather the COVID-19,180,0.0029100000000000003,weather,1
pass coronavirus,180,0.0029100000000000003,pass,1
believe COVID-19,179,0.00289,believe,1
suggest the coronavirus,177,0.00286,suggest,1
stem coronavirus,177,0.00286,stem,1
control the COVID-19,177,0.00286,control,1
use for COVID-19,176,0.00285,use,1
take a coronavirus,176,0.00285,take,1
reduce coronavirus,176,0.00285,reduce,1
launch coronavirus,176,0.00285,launch,1
dedicate to COVID-19,176,0.00285,dedicate,1
undergo coronavirus,175,0.00283,undergo,1
slow COVID-19,175,0.00283,slow,1
transmit coronavirus,174,0.00281,transmit,1
suggest that COVID-19,174,0.00281,suggest,1
rage coronavirus,174,0.00281,rage,1
politicize the coronavirus,174,0.00281,politicize,1
break coronavirus,174,0.00281,break,1
await coronavirus,174,0.00281,await,1
pass a coronavirus,173,0.0028,pass,1
owe to coronavirus,173,0.0028,owe,1
ease coronavirus,173,0.0028,ease,1
warn coronavirus,172,0.00278,warn,1
think coronavirus,172,0.00278,think,1
mitigate COVID-19,172,0.00278,mitigate,1
announce COVID-19,172,0.00278,announce,1
talk about COVID-19,170,0.00275,talk,1
hope the coronavirus,170,0.00275,hope,1
expect COVID-19,170,0.00275,expect,1
do the coronavirus,170,0.00275,do,1
help with COVID-19,169,0.00273,help,1
counter COVID-19,169,0.00273,counter,1
care for coronavirus,167,0.0027,care,1
transmit the coronavirus,166,0.00268,transmit,1
help combat COVID-19,166,0.00268,help combat,2
cite COVID-19,166,0.00268,cite,1
mention the coronavirus,165,0.00267,mention,1
hospitalize with coronavirus,165,0.00267,hospitalize,1
fear coronavirus,165,0.00267,fear,1
claim the coronavirus,164,0.00265,claim,1
check for coronavirus,164,0.00265,check,1
designate COVID-19,163,0.00264,designate,1
work on coronavirus,162,0.00262,work,1
reduce COVID-19,162,0.00262,reduce,1
limit COVID-19,162,0.00262,limit,1
grapple with coronavirus,162,0.00262,grapple,1
fear the coronavirus,162,0.00262,fear,1
detect the coronavirus,162,0.00262,detect,1
find coronavirus,161,0.0026,find,1
arise from COVID-19,161,0.0026,arise,1
launch a coronavirus,159,0.00257,launch,1
brace for coronavirus,159,0.00257,brace,1
recover COVID-19,158,0.00256,recover,1
be not COVID-19,158,0.00256,be,1
succumb to coronavirus,157,0.00254,succumb,1
predict coronavirus,157,0.00254,predict,1
spread novel coronavirus,156,0.00252,spread,1
exhibit COVID-19,155,0.00251,exhibit,1
survive the COVID-19,154,0.00249,survive,1
record [number] COVID-19,154,0.00249,record,1
rise COVID-19,153,0.00247,rise,1
read more coronavirus,153,0.00247,read,1
give COVID-19,153,0.00247,give,1
think COVID-19,152,0.00246,think,1
overcome COVID-19,152,0.00246,overcome,1
mention coronavirus,151,0.00244,mention,1
defy coronavirus,151,0.00244,defy,1
confront coronavirus,151,0.00244,confront,1
compare coronavirus,150,0.00243,compare,1
flatten the COVID-19,149,0.00241,flatten,1
enforce coronavirus,149,0.00241,enforce,1
navigate the COVID-19,145,0.00234,navigate,1
create a coronavirus,145,0.00234,create,1
concern the COVID-19,145,0.00234,concern,1
concern coronavirus,143,0.00231,concern,1
acquire COVID-19,143,0.00231,acquire,1
receive COVID-19,142,0.0023,receive,1
limit the coronavirus,142,0.0023,limit,1
help combat coronavirus,142,0.0023,help combat,2
work on COVID-19,141,0.00228,work,1
send coronavirus,141,0.00228,send,1
refer to coronavirus,141,0.00228,refer,1
involve COVID-19,141,0.00228,involve,1
ward off coronavirus,140,0.0022600000000000003,ward,1
suspect of coronavirus,140,0.0022600000000000003,suspect,1
react to coronavirus,140,0.0022600000000000003,react,1
overcome coronavirus,140,0.0022600000000000003,overcome,1
come as coronavirus,140,0.0022600000000000003,come,1
allow the coronavirus,140,0.0022600000000000003,allow,1
pertain to COVID-19,139,0.00225,pertain,1
believe coronavirus,139,0.00225,believe,1
overcome the COVID-19,138,0.00223,overcome,1
flout coronavirus,138,0.00223,flout,1
confirm with coronavirus,138,0.00223,confirm,1
halt the coronavirus,137,0.00222,halt,1
undergo COVID-19,136,0.0022,undergo,1
ravage coronavirus,136,0.0022,ravage,1
find COVID-19,136,0.0022,find,1
use for coronavirus,135,0.00218,use,1
come the coronavirus,135,0.00218,come,1
discuss the COVID-19,134,0.00217,discuss,1
stop the COVID-19,133,0.00215,stop,1
react to COVID-19,133,0.00215,react,1
expand COVID-19,133,0.00215,expand,1
claim coronavirus,132,0.00213,claim,1
know that COVID-19,130,0.0021,know,1
kill COVID-19,130,0.0021,kill,1
exploit coronavirus,130,0.0021,exploit,1
support the COVID-19,129,0.00209,support,1
recover coronavirus,129,0.00209,recover,1
hospitalize for COVID-19,129,0.00209,hospitalize,1
have declare COVID-19,129,0.00209,have declare,2
warn of coronavirus,128,0.00207,warn,1
suggest COVID-19,128,0.00207,suggest,1
describe COVID-19,128,0.00207,describe,1
create coronavirus,128,0.00207,create,1
compare COVID-19,128,0.00207,compare,1
prevent a coronavirus,126,0.00204,prevent,1
note that COVID-19,126,0.00204,note,1
have get coronavirus,126,0.00204,have get,2
have confirm COVID-19,126,0.00204,have confirm,2
go into coronavirus,126,0.00204,go,1
get a COVID-19,126,0.00204,get,1
extend coronavirus,126,0.00204,extend,1
describe coronavirus,126,0.00204,describe,1
clear of coronavirus,126,0.00204,clear,1
support coronavirus,125,0.00202,support,1
show that COVID-19,125,0.00202,show,1
protect from coronavirus,125,0.00202,protect,1
be treat coronavirus,125,0.00202,be treat,2
cause the coronavirus,124,0.00201,cause,1
treat the COVID-19,123,0.00199,treat,1
confirm positive COVID-19,123,0.00199,confirm,1
be that coronavirus,123,0.00199,be,1
understand the coronavirus,122,0.00197,understand,1
loom coronavirus,122,0.00197,loom,1
have catch coronavirus,122,0.00197,have catch,2
monitor for coronavirus,121,0.00196,monitor,1
mitigate coronavirus,121,0.00196,mitigate,1
exhibit coronavirus,121,0.00196,exhibit,1
do with COVID-19,121,0.00196,do,1
blame coronavirus,121,0.00196,blame,1
pass the coronavirus,120,0.00194,pass,1
have report coronavirus,120,0.00194,have report,2
grapple with COVID-19,120,0.00194,grapple,1
display coronavirus,120,0.00194,display,1
label COVID-19,119,0.00192,label,1
have no coronavirus,119,0.00192,have,1
dedicate to coronavirus,119,0.00192,dedicate,1
have confirm coronavirus,116,0.00188,have confirm,2
be experience COVID-19,116,0.00188,be experience,2
update COVID-19,115,0.00186,update,1
unfold COVID-19,115,0.00186,unfold,1
provide free coronavirus,115,0.00186,provide,1
be use coronavirus,115,0.00186,be use,2
set up coronavirus,114,0.00184,set,1
label the coronavirus,114,0.00184,label,1
halt coronavirus,114,0.00184,halt,1
include the COVID-19,112,0.00181,include,1
have have COVID-19,112,0.00181,have have,2
deepen coronavirus,112,0.00181,deepen,1
await COVID-19,112,0.00181,await,1
suspect of COVID-19,111,0.0018,suspect,1
overwhelm by coronavirus,111,0.0018,overwhelm,1
understand COVID-19,110,0.00178,understand,1
involve the coronavirus,110,0.00178,involve,1
confront COVID-19,110,0.00178,confront,1
scare of coronavirus,109,0.00176,scare,1
kill by coronavirus,109,0.00176,kill,1
show the coronavirus,108,0.00175,show,1
overwhelm by COVID-19,108,0.00175,overwhelm,1
house coronavirus,108,0.00175,house,1
happen with COVID-19,108,0.00175,happen,1
consider COVID-19,108,0.00175,consider,1
avoid spread coronavirus,108,0.00175,avoid spread,2
update coronavirus,107,0.00173,update,1
owe to COVID-19,107,0.00173,owe,1
lead the coronavirus,107,0.00173,lead,1
dub COVID-19,107,0.00173,dub,1
wait for coronavirus,106,0.00171,wait,1
have more coronavirus,106,0.00171,have,1
have any coronavirus,106,0.00171,have,1
create COVID-19,106,0.00171,create,1
monitor for COVID-19,105,0.0017,monitor,1
hospitalize COVID-19,105,0.0017,hospitalize,1
have declare coronavirus,105,0.0017,have declare,2
escape the coronavirus,105,0.0017,escape,1
let COVID-19,104,0.00168,let,1
happen with coronavirus,104,0.00168,happen,1
be fight coronavirus,104,0.00168,be fight,2
warn that coronavirus,103,0.0016699999999999998,warn,1
suggest coronavirus,103,0.0016699999999999998,suggest,1
create by coronavirus,103,0.0016699999999999998,create,1
confront the COVID-19,103,0.0016699999999999998,confront,1
believe that COVID-19,103,0.0016699999999999998,believe,1
watch the coronavirus,102,0.00165,watch,1
face a coronavirus,102,0.00165,face,1
become a coronavirus,102,0.00165,become,1
reveal coronavirus,101,0.0016300000000000002,reveal,1
rampage coronavirus,101,0.0016300000000000002,rampage,1
deliver coronavirus,101,0.0016300000000000002,deliver,1
delay by coronavirus,101,0.0016300000000000002,delay,1
check coronavirus,101,0.0016300000000000002,check,1
be in coronavirus,101,0.0016300000000000002,be,1
ramp up coronavirus,100,0.00162,ramp,1
dismiss the coronavirus,100,0.00162,dismiss,1
avoid spread COVID-19,98,0.00158,avoid spread,2
view the coronavirus,97,0.00157,view,1
get the COVID-19,97,0.00157,get,1
stem from COVID-19,96,0.00155,stem,1
mitigate the COVID-19,96,0.00155,mitigate,1
establish COVID-19,96,0.00155,establish,1
tie to COVID-19,95,0.00154,tie,1
ignore the coronavirus,95,0.00154,ignore,1
result from coronavirus,94,0.00152,result,1
downplay coronavirus,94,0.00152,downplay,1
come coronavirus,94,0.00152,come,1
be treat COVID-19,94,0.00152,be treat,2
attribute to coronavirus,94,0.00152,attribute,1
assume the coronavirus,94,0.00152,assume,1
afflict with COVID-19,93,0.0015,afflict,1
slow the COVID-19,92,0.00149,slow,1
set up COVID-19,92,0.00149,set,1
find a coronavirus,92,0.00149,find,1
perform COVID-19,91,0.00147,perform,1
pay for coronavirus,91,0.00147,pay,1
become coronavirus,91,0.00147,become,1
be take COVID-19,91,0.00147,be take,2
violate coronavirus,90,0.00146,violate,1
see the COVID-19,90,0.00146,see,1
launch the COVID-19,90,0.00146,launch,1
trigger by COVID-19,89,0.00144,trigger,1
sell coronavirus,89,0.00144,sell,1
learn about COVID-19,89,0.00144,learn,1
display COVID-19,89,0.00144,display,1
avoid contract COVID-19,89,0.00144,avoid contract,2
protect from COVID-19,88,0.0014199999999999998,protect,1
open COVID-19,88,0.0014199999999999998,open,1
need for COVID-19,88,0.0014199999999999998,need,1
close amid COVID-19,88,0.0014199999999999998,close,1
cancel over COVID-19,88,0.0014199999999999998,cancel,1
help the coronavirus,87,0.00141,help,1
process COVID-19,86,0.00139,process,1
help prevent coronavirus,86,0.00139,help prevent,2
change COVID-19,86,0.00139,change,1
be spread coronavirus,86,0.00139,be spread,2
hospitalise with coronavirus,85,0.00137,hospitalise,1
hear about coronavirus,85,0.00137,hear,1
have any COVID-19,85,0.00137,have,1
trigger by coronavirus,84,0.00136,trigger,1
struggle with coronavirus,84,0.00136,struggle,1
overwhelm with coronavirus,84,0.00136,overwhelm,1
consider coronavirus,84,0.00136,consider,1
believe the COVID-19,84,0.00136,believe,1
add coronavirus,84,0.00136,add,1
share COVID-19,83,0.00134,share,1
navigate COVID-19,83,0.00134,navigate,1
kill by COVID-19,83,0.00134,kill,1
join coronavirus,83,0.00134,join,1
cite the COVID-19,83,0.00134,cite,1
be experience coronavirus,83,0.00134,be experience,2
adapt to COVID-19,83,0.00134,adapt,1
work with coronavirus,82,0.00133,work,1
suspend over coronavirus,82,0.00133,suspend,1
need a coronavirus,82,0.00133,need,1
establish a coronavirus,82,0.00133,establish,1
emerge COVID-19,82,0.00133,emerge,1
adapt to coronavirus,82,0.00133,adapt,1
warn that COVID-19,81,0.00131,warn,1
report first COVID-19,81,0.00131,report,1
open a COVID-19,81,0.00131,open,1
minimize COVID-19,81,0.00131,minimize,1
mean the coronavirus,81,0.00131,mean,1
ensure that COVID-19,81,0.00131,ensure,1
disrupt by coronavirus,81,0.00131,disrupt,1
close for coronavirus,81,0.00131,close,1
be fight COVID-19,81,0.00131,be fight,2
release coronavirus,80,0.00129,release,1
quarantine coronavirus,80,0.00129,quarantine,1
create the coronavirus,80,0.00129,create,1
connect to COVID-19,80,0.00129,connect,1
find the coronavirus,79,0.00128,find,1
implement COVID-19,78,0.00126,implement,1
declare a coronavirus,78,0.00126,declare,1
be take coronavirus,78,0.00126,be take,2
be battle coronavirus,78,0.00126,be battle,2
let coronavirus,77,0.00125,let,1
know that coronavirus,77,0.00125,know,1
hurt by coronavirus,77,0.00125,hurt,1
have no COVID-19,77,0.00125,have,1
stem the COVID-19,76,0.00123,stem,1
say about coronavirus,76,0.00123,say,1
put the coronavirus,76,0.00123,put,1
perform coronavirus,76,0.00123,perform,1
