Concordance,Frequency,Pmil,Verb,Count
beat COVID-19,440,0.007120000000000001,beat,1
surround the COVID-19,439,0.0071,surround,1
see COVID-19,437,0.00707,see,1
declare COVID-19,434,0.00702,declare,1
conduct COVID-19,432,0.0069900000000000006,conduct,1
beat coronavirus,427,0.00691,beat,1
manage the COVID-19,426,0.00689,manage,1
fight against COVID-19,420,0.006790000000000001,fight,1
be the COVID-19,420,0.006790000000000001,be,1
develop a coronavirus,418,0.00676,develop,1
have a COVID-19,416,0.00673,have,1
call COVID-19,413,0.006679999999999999,call,1
infect by COVID-19,409,0.00661,infect,1
defeat COVID-19,408,0.0066,defeat,1
give the COVID-19,407,0.00658,give,1
hit by coronavirus,405,0.00655,hit,1
die with coronavirus,403,0.006520000000000001,die,1
cure COVID-19,397,0.00642,cure,1
follow coronavirus,395,0.00639,follow,1
weather the coronavirus,394,0.006370000000000001,weather,1
treat the coronavirus,391,0.00632,treat,1
regard the COVID-19,391,0.00632,regard,1
record [number] COVID-19,388,0.00627,record,1
prevent the coronavirus,388,0.00627,prevent,1
develop coronavirus,388,0.00627,develop,1
manage the coronavirus,385,0.006229999999999999,manage,1
track COVID-19,383,0.00619,track,1
offer COVID-19,382,0.00618,offer,1
increase COVID-19,379,0.00613,increase,1
focus on COVID-19,376,0.00608,focus,1
cope with COVID-19,374,0.00605,cope,1
know as COVID-19,372,0.00602,know,1
give the coronavirus,367,0.00594,give,1
care for COVID-19,355,0.00574,care,1
screen for COVID-19,351,0.005679999999999999,screen,1
present by COVID-19,349,0.00564,present,1
be [number] coronavirus,346,0.0056,be,1
ease the coronavirus,343,0.00555,ease,1
have [number] coronavirus,340,0.0055,have,1
treat for COVID-19,335,0.00542,treat,1
help COVID-19,334,0.0054,help,1
control COVID-19,334,0.0054,control,1
experience COVID-19,332,0.005370000000000001,experience,1
weather the COVID-19,331,0.00535,weather,1
have have coronavirus,331,0.00535,have have,2
stop COVID-19,330,0.00534,stop,1
expose to coronavirus,330,0.00534,expose,1
use coronavirus,327,0.00529,use,1
diagnose COVID-19,327,0.00529,diagnose,1
detect coronavirus,325,0.00526,detect,1
navigate the COVID-19,315,0.00509,navigate,1
suspect COVID-19,314,0.00508,suspect,1
keep the coronavirus,314,0.00508,keep,1
reduce COVID-19,313,0.00506,reduce,1
discuss COVID-19,313,0.00506,discuss,1
undergo COVID-19,312,0.00505,undergo,1
take the coronavirus,312,0.00505,take,1
survive coronavirus,310,0.0050100000000000006,survive,1
stop the coronavirus,310,0.0050100000000000006,stop,1
show coronavirus,310,0.0050100000000000006,show,1
hospitalize for COVID-19,310,0.0050100000000000006,hospitalize,1
suffer from coronavirus,309,0.005,suffer,1
expand COVID-19,306,0.00495,expand,1
find COVID-19,305,0.00493,find,1
impact by coronavirus,303,0.0049,impact,1
break coronavirus,302,0.00488,break,1
come to COVID-19,301,0.00487,come,1
believe the coronavirus,298,0.0048200000000000005,believe,1
protect against COVID-19,295,0.00477,protect,1
survive the COVID-19,293,0.00474,survive,1
help fight COVID-19,292,0.00472,help fight,2
curb COVID-19,291,0.00471,curb,1
relax coronavirus,288,0.00466,relax,1
recover coronavirus,288,0.00466,recover,1
know COVID-19,287,0.00464,know,1
face COVID-19,287,0.00464,face,1
transmit COVID-19,286,0.00463,transmit,1
think COVID-19,278,0.0045,think,1
contract the COVID-19,275,0.00445,contract,1
flatten the COVID-19,274,0.00443,flatten,1
defeat the coronavirus,274,0.00443,defeat,1
do COVID-19,272,0.0044,do,1
take coronavirus,271,0.004379999999999999,take,1
bring COVID-19,269,0.00435,bring,1
kill the coronavirus,268,0.00433,kill,1
be that COVID-19,268,0.00433,be,1
beat the coronavirus,265,0.00429,beat,1
post COVID-19,264,0.00427,post,1
rise coronavirus,263,0.00425,rise,1
discuss the coronavirus,260,0.0042,discuss,1
monitor COVID-19,259,0.00419,monitor,1
face the coronavirus,258,0.00417,face,1
regard coronavirus,257,0.0041600000000000005,regard,1
identify COVID-19,255,0.00412,identify,1
have the COVID-19,255,0.00412,have,1
have a coronavirus,255,0.00412,have,1
overcome the coronavirus,253,0.00409,overcome,1
say . COVID-19,249,0.00403,say,1
face the COVID-19,249,0.00403,face,1
cover COVID-19,246,0.00398,cover,1
monitor the COVID-19,245,0.00396,monitor,1
give COVID-19,245,0.00396,give,1
live with COVID-19,243,0.00393,live,1
believe COVID-19,242,0.00391,believe,1
include coronavirus,241,0.0039,include,1
track coronavirus,240,0.00388,track,1
say that coronavirus,240,0.00388,say,1
know coronavirus,240,0.00388,know,1
call the coronavirus,239,0.00387,call,1
lift COVID-19,238,0.00385,lift,1
die with COVID-19,237,0.00383,die,1
overcome COVID-19,233,0.00377,overcome,1
bring the coronavirus,232,0.00375,bring,1
defeat coronavirus,228,0.00369,defeat,1
be no COVID-19,228,0.00369,be,1
control the COVID-19,227,0.00367,control,1
cite the coronavirus,227,0.00367,cite,1
arise from COVID-19,227,0.00367,arise,1
rise COVID-19,226,0.00365,rise,1
increase coronavirus,226,0.00365,increase,1
get a coronavirus,226,0.00365,get,1
support the COVID-19,225,0.00364,support,1
confirm [number] COVID-19,225,0.00364,confirm,1
create a COVID-19,224,0.00362,create,1
receive COVID-19,222,0.00359,receive,1
designate COVID-19,222,0.00359,designate,1
be before COVID-19,222,0.00359,be,1
know about COVID-19,221,0.0035700000000000007,know,1
involve COVID-19,221,0.0035700000000000007,involve,1
make coronavirus,220,0.00356,make,1
think the coronavirus,219,0.00354,think,1
respond to coronavirus,219,0.00354,respond,1
live with coronavirus,219,0.00354,live,1
see the coronavirus,218,0.00353,see,1
keep coronavirus,217,0.00351,keep,1
conduct coronavirus,217,0.00351,conduct,1
cause the COVID-19,217,0.00351,cause,1
avoid COVID-19,215,0.00348,avoid,1
evolve COVID-19,214,0.00346,evolve,1
be no coronavirus,213,0.00344,be,1
lose to COVID-19,212,0.00343,lose,1
help coronavirus,212,0.00343,help,1
get a COVID-19,212,0.00343,get,1
take the COVID-19,211,0.0034100000000000003,take,1
include the coronavirus,210,0.0034,include,1
cure coronavirus,209,0.00338,cure,1
confront the coronavirus,209,0.00338,confront,1
test coronavirus,206,0.00333,test,1
infect by coronavirus,206,0.00333,infect,1
mitigate COVID-19,205,0.0033200000000000005,mitigate,1
help with COVID-19,205,0.0033200000000000005,help,1
associate with coronavirus,204,0.0033,associate,1
cite COVID-19,202,0.0032700000000000003,cite,1
handle coronavirus,201,0.00325,handle,1
exploit the coronavirus,201,0.00325,exploit,1
navigate the coronavirus,200,0.00323,navigate,1
declare the coronavirus,199,0.00322,declare,1
stop coronavirus,198,0.0032,stop,1
expect COVID-19,198,0.0032,expect,1
kill coronavirus,195,0.00315,kill,1
control coronavirus,195,0.00315,control,1
see coronavirus,194,0.00314,see,1
relax COVID-19,194,0.00314,relax,1
curb the COVID-19,194,0.00314,curb,1
flatten the coronavirus,193,0.00312,flatten,1
show that COVID-19,191,0.00309,show,1
find coronavirus,191,0.00309,find,1
adapt to COVID-19,190,0.00307,adapt,1
carry the coronavirus,189,0.00306,carry,1
breach coronavirus,189,0.00306,breach,1
believe that COVID-19,189,0.00306,believe,1
use for COVID-19,186,0.00301,use,1
suspect coronavirus,186,0.00301,suspect,1
overcome the COVID-19,186,0.00301,overcome,1
include the COVID-19,185,0.00299,include,1
curb coronavirus,185,0.00299,curb,1
protect against coronavirus,184,0.00298,protect,1
know that COVID-19,184,0.00298,know,1
launch a COVID-19,183,0.00296,launch,1
work on COVID-19,182,0.00294,work,1
receive coronavirus,182,0.00294,receive,1
call the COVID-19,182,0.00294,call,1
note that COVID-19,180,0.0029100000000000003,note,1
ease its coronavirus,180,0.0029100000000000003,ease,1
trigger by COVID-19,179,0.00289,trigger,1
launch COVID-19,179,0.00289,launch,1
concern COVID-19,179,0.00289,concern,1
call coronavirus,179,0.00289,call,1
undergo coronavirus,178,0.00288,undergo,1
let the coronavirus,178,0.00288,let,1
suggest that COVID-19,177,0.00286,suggest,1
reduce coronavirus,176,0.00285,reduce,1
provide coronavirus,176,0.00285,provide,1
owe to COVID-19,176,0.00285,owe,1
tie to COVID-19,175,0.00283,tie,1
ravage COVID-19,174,0.00281,ravage,1
pose by coronavirus,173,0.0028,pose,1
transmit the coronavirus,172,0.00278,transmit,1
slow the coronavirus,172,0.00278,slow,1
do with COVID-19,172,0.00278,do,1
spread of COVID-19,171,0.00277,spread,1
come COVID-19,171,0.00277,come,1
grow coronavirus,170,0.00275,grow,1
cope with coronavirus,170,0.00275,cope,1
avoid coronavirus,170,0.00275,avoid,1
connect to COVID-19,169,0.00273,connect,1
be not COVID-19,169,0.00273,be,1
reopen after coronavirus,167,0.0027,reopen,1
emerge from coronavirus,167,0.0027,emerge,1
come the coronavirus,167,0.0027,come,1
prepare for COVID-19,165,0.00267,prepare,1
loosen coronavirus,165,0.00267,loosen,1
confirm [number] coronavirus,165,0.00267,confirm,1
cause the coronavirus,165,0.00267,cause,1
let COVID-19,163,0.00264,let,1
work with COVID-19,162,0.00262,work,1
hospitalize coronavirus,162,0.00262,hospitalize,1
fight against coronavirus,161,0.0026,fight,1
implement COVID-19,160,0.00259,implement,1
discuss the COVID-19,160,0.00259,discuss,1
navigate COVID-19,159,0.00257,navigate,1
extend coronavirus,159,0.00257,extend,1
flout coronavirus,158,0.00256,flout,1
allow COVID-19,157,0.00254,allow,1
take a COVID-19,156,0.00252,take,1
expect the coronavirus,156,0.00252,expect,1
discuss coronavirus,155,0.00251,discuss,1
understand COVID-19,154,0.00249,understand,1
expand coronavirus,154,0.00249,expand,1
comply with COVID-19,154,0.00249,comply,1
accept COVID-19,154,0.00249,accept,1
succumb to coronavirus,153,0.00247,succumb,1
stem the coronavirus,153,0.00247,stem,1
carry COVID-19,153,0.00247,carry,1
exhibit COVID-19,152,0.00246,exhibit,1
end the coronavirus,152,0.00246,end,1
come to coronavirus,152,0.00246,come,1
base on COVID-19,152,0.00246,base,1
transmit coronavirus,151,0.00244,transmit,1
counter the coronavirus,151,0.00244,counter,1
take a coronavirus,150,0.00243,take,1
predict COVID-19,149,0.00241,predict,1
offer coronavirus,148,0.00239,offer,1
detect the coronavirus,148,0.00239,detect,1
benefit COVID-19,148,0.00239,benefit,1
grapple with COVID-19,147,0.00238,grapple,1
cause coronavirus,147,0.00238,cause,1
emerge from COVID-19,146,0.00236,emerge,1
be fight COVID-19,146,0.00236,be fight,2
talk about COVID-19,145,0.00234,talk,1
surround coronavirus,145,0.00234,surround,1
release COVID-19,145,0.00234,release,1
conduct [number] COVID-19,145,0.00234,conduct,1
cite coronavirus,145,0.00234,cite,1
address coronavirus,145,0.00234,address,1
suggest the coronavirus,143,0.00231,suggest,1
have no COVID-19,143,0.00231,have,1
experience coronavirus,143,0.00231,experience,1
adhere to COVID-19,143,0.00231,adhere,1
worry about COVID-19,142,0.0023,worry,1
enforce coronavirus,142,0.0023,enforce,1
attribute to coronavirus,142,0.0023,attribute,1
create COVID-19,141,0.00228,create,1
blame the coronavirus,141,0.00228,blame,1
stem from COVID-19,140,0.0022600000000000003,stem,1
treat the COVID-19,139,0.00225,treat,1
lift the coronavirus,139,0.00225,lift,1
suggest COVID-19,138,0.00223,suggest,1
kill by COVID-19,138,0.00223,kill,1
happen with COVID-19,138,0.00223,happen,1
bring coronavirus,138,0.00223,bring,1
spread of coronavirus,136,0.0022,spread,1
see the COVID-19,136,0.0022,see,1
violate COVID-19,135,0.00218,violate,1
treat for coronavirus,135,0.00218,treat,1
rage coronavirus,135,0.00218,rage,1
be treat COVID-19,135,0.00218,be treat,2
administer COVID-19,135,0.00218,administer,1
carry coronavirus,134,0.00217,carry,1
hospitalize with coronavirus,133,0.00215,hospitalize,1
believe the COVID-19,133,0.00215,believe,1
be use COVID-19,133,0.00215,be use,2
avoid the coronavirus,133,0.00215,avoid,1
show the coronavirus,131,0.00212,show,1
concern the coronavirus,131,0.00212,concern,1
allow the coronavirus,131,0.00212,allow,1
violate coronavirus,130,0.0021,violate,1
pertain to COVID-19,130,0.0021,pertain,1
kill COVID-19,129,0.00209,kill,1
identify coronavirus,129,0.00209,identify,1
exploit the COVID-19,128,0.00207,exploit,1
confront COVID-19,128,0.00207,confront,1
face coronavirus,127,0.00205,face,1
ravage coronavirus,126,0.00204,ravage,1
enforce COVID-19,126,0.00204,enforce,1
involve in COVID-19,124,0.00201,involve,1
offer free COVID-19,123,0.00199,offer,1
help fight coronavirus,123,0.00199,help fight,2
have any COVID-19,122,0.00197,have,1
add COVID-19,122,0.00197,add,1
impose by COVID-19,121,0.00196,impose,1
give coronavirus,121,0.00196,give,1
consider COVID-19,121,0.00196,consider,1
confront the COVID-19,121,0.00196,confront,1
claim the coronavirus,120,0.00194,claim,1
update COVID-19,119,0.00192,update,1
screen for coronavirus,119,0.00192,screen,1
make the coronavirus,119,0.00192,make,1
establish a COVID-19,119,0.00192,establish,1
do with coronavirus,119,0.00192,do,1
cover the coronavirus,119,0.00192,cover,1
be battle COVID-19,119,0.00192,be battle,2
remain COVID-19,118,0.00191,remain,1
receive a COVID-19,118,0.00191,receive,1
disrupt by COVID-19,117,0.00189,disrupt,1
declare coronavirus,117,0.00189,declare,1
care for coronavirus,117,0.00189,care,1
find a coronavirus,116,0.00188,find,1
drive by COVID-19,116,0.00188,drive,1
track the coronavirus,115,0.00186,track,1
defy coronavirus,115,0.00186,defy,1
conduct [number] coronavirus,115,0.00186,conduct,1
refer to COVID-19,114,0.00184,refer,1
predict the coronavirus,114,0.00184,predict,1
occasion by COVID-19,114,0.00184,occasion,1
grow COVID-19,114,0.00184,grow,1
display coronavirus,114,0.00184,display,1
describe the coronavirus,114,0.00184,describe,1
break the coronavirus,114,0.00184,break,1
announce COVID-19,114,0.00184,announce,1
warn the coronavirus,113,0.00183,warn,1
warn that COVID-19,113,0.00183,warn,1
mitigate the COVID-19,113,0.00183,mitigate,1
have no coronavirus,113,0.00183,have,1
exacerbate by COVID-19,113,0.00183,exacerbate,1
concern about COVID-19,113,0.00183,concern,1
bring by COVID-19,113,0.00183,bring,1
monitor the coronavirus,112,0.00181,monitor,1
eliminate COVID-19,111,0.0018,eliminate,1
do coronavirus,111,0.0018,do,1
meet COVID-19,110,0.00178,meet,1
end the COVID-19,110,0.00178,end,1
become COVID-19,110,0.00178,become,1
trace COVID-19,109,0.00176,trace,1
protect from COVID-19,109,0.00176,protect,1
produce COVID-19,109,0.00176,produce,1
have test COVID-19,109,0.00176,have test,2
downplay the coronavirus,109,0.00176,downplay,1
be find COVID-19,109,0.00176,be find,2
worry about coronavirus,108,0.00175,worry,1
focus on coronavirus,108,0.00175,focus,1
ensure COVID-19,108,0.00175,ensure,1
do the coronavirus,108,0.00175,do,1
acquire COVID-19,108,0.00175,acquire,1
limit COVID-19,107,0.00173,limit,1
cure the coronavirus,107,0.00173,cure,1
owe to coronavirus,106,0.00171,owe,1
overwhelm by COVID-19,106,0.00171,overwhelm,1
involve coronavirus,106,0.00171,involve,1
import COVID-19,105,0.0017,import,1
confirm with COVID-19,105,0.0017,confirm,1
compare COVID-19,105,0.0017,compare,1
breach COVID-19,105,0.0017,breach,1
lose to coronavirus,104,0.00168,lose,1
ease the COVID-19,104,0.00168,ease,1
work on coronavirus,102,0.00165,work,1
register [number] COVID-19,102,0.00165,register,1
compare the coronavirus,102,0.00165,compare,1
break COVID-19,102,0.00165,break,1
become coronavirus,102,0.00165,become,1
transport COVID-19,101,0.0016300000000000002,transport,1
launch the COVID-19,101,0.0016300000000000002,launch,1
get the COVID-19,101,0.0016300000000000002,get,1
end coronavirus,101,0.0016300000000000002,end,1
dedicate to COVID-19,101,0.0016300000000000002,dedicate,1
become a coronavirus,101,0.0016300000000000002,become,1
be test COVID-19,101,0.0016300000000000002,be test,2
support coronavirus,100,0.00162,support,1
prevent the COVID-19,100,0.00162,prevent,1
help with coronavirus,100,0.00162,help,1
defeat the COVID-19,100,0.00162,defeat,1
create a coronavirus,100,0.00162,create,1
study COVID-19,99,0.0016,study,1
keep the COVID-19,99,0.0016,keep,1
counter COVID-19,99,0.0016,counter,1
kill by coronavirus,98,0.00158,kill,1
document COVID-19,98,0.00158,document,1
spread the COVID-19,97,0.00157,spread,1
perform COVID-19,97,0.00157,perform,1
extend COVID-19,97,0.00157,extend,1
be on COVID-19,97,0.00157,be,1
help combat COVID-19,96,0.00155,help combat,2
cover coronavirus,96,0.00155,cover,1
confirm positive COVID-19,96,0.00155,confirm,1
record COVID-19,95,0.00154,record,1
rage COVID-19,95,0.00154,rage,1
consider the COVID-19,95,0.00154,consider,1
think coronavirus,94,0.00152,think,1
find the coronavirus,94,0.00152,find,1
display COVID-19,94,0.00152,display,1
share COVID-19,93,0.0015,share,1
register [number] coronavirus,93,0.0015,register,1
mitigate the coronavirus,93,0.0015,mitigate,1
learn from COVID-19,93,0.0015,learn,1
learn about COVID-19,93,0.0015,learn,1
know the coronavirus,93,0.0015,know,1
know about coronavirus,93,0.0015,know,1
expect the COVID-19,93,0.0015,expect,1
claim coronavirus,93,0.0015,claim,1
send COVID-19,92,0.00149,send,1
loosen COVID-19,92,0.00149,loosen,1
include a COVID-19,92,0.00149,include,1
claim COVID-19,92,0.00149,claim,1
cite the COVID-19,92,0.00149,cite,1
find a COVID-19,91,0.00147,find,1
consider the coronavirus,91,0.00147,consider,1
carry out COVID-19,91,0.00147,carry,1
admit COVID-19,91,0.00147,admit,1
understand how COVID-19,90,0.00146,understand,1
slow COVID-19,90,0.00146,slow,1
import coronavirus,90,0.00146,import,1
have be COVID-19,90,0.00146,have be,2
ensure that COVID-19,90,0.00146,ensure,1
believe coronavirus,90,0.00146,believe,1
put COVID-19,89,0.00144,put,1
look at COVID-19,89,0.00144,look,1
work with coronavirus,88,0.0014199999999999998,work,1
reopen amid coronavirus,88,0.0014199999999999998,reopen,1
monitor coronavirus,88,0.0014199999999999998,monitor,1
be experience COVID-19,88,0.0014199999999999998,be experience,2
worsen coronavirus,87,0.00141,worsen,1
ramp up coronavirus,87,0.00141,ramp,1
ramp up COVID-19,87,0.00141,ramp,1
manage coronavirus,87,0.00141,manage,1
have confirm COVID-19,87,0.00141,have confirm,2
fear coronavirus,87,0.00141,fear,1
face with COVID-19,87,0.00141,face,1
diagnose coronavirus,87,0.00141,diagnose,1
deliver COVID-19,87,0.00141,deliver,1
struggle with COVID-19,86,0.00139,struggle,1
have more coronavirus,86,0.00139,have,1
warn coronavirus,85,0.00137,warn,1
suggest coronavirus,85,0.00137,suggest,1
pass COVID-19,85,0.00137,pass,1
donate to COVID-19,85,0.00137,donate,1
claim that COVID-19,85,0.00137,claim,1
blame COVID-19,85,0.00137,blame,1
predict coronavirus,84,0.00136,predict,1
predate the coronavirus,84,0.00136,predate,1
eradicate COVID-19,84,0.00136,eradicate,1
ease of coronavirus,84,0.00136,ease,1
add that COVID-19,84,0.00136,add,1
suffer coronavirus,83,0.00134,suffer,1
ravage by COVID-19,83,0.00134,ravage,1
indicate that COVID-19,83,0.00134,indicate,1
have report COVID-19,83,0.00134,have report,2
describe COVID-19,83,0.00134,describe,1
worsen COVID-19,82,0.00133,worsen,1
think the COVID-19,82,0.00133,think,1
contribute to COVID-19,82,0.00133,contribute,1
understand the coronavirus,81,0.00131,understand,1
trace coronavirus,81,0.00131,trace,1
send coronavirus,81,0.00131,send,1
reopen after COVID-19,81,0.00131,reopen,1
record coronavirus,81,0.00131,record,1
lead coronavirus,81,0.00131,lead,1
declare the COVID-19,81,0.00131,declare,1
counter the COVID-19,81,0.00131,counter,1
think that COVID-19,80,0.00129,think,1
talk about coronavirus,80,0.00129,talk,1
overcome coronavirus,80,0.00129,overcome,1
help treat COVID-19,80,0.00129,help treat,2
find that COVID-19,80,0.00129,find,1
state that COVID-19,79,0.00128,state,1
require COVID-19,79,0.00128,require,1
mention COVID-19,79,0.00128,mention,1
exit the coronavirus,79,0.00128,exit,1
delay by COVID-19,79,0.00128,delay,1
declare a COVID-19,79,0.00128,declare,1
create coronavirus,79,0.00128,create,1
undergo a COVID-19,78,0.00126,undergo,1
take for COVID-19,78,0.00126,take,1
report that COVID-19,78,0.00126,report,1
list COVID-19,78,0.00126,list,1
discharge [number] COVID-19,78,0.00126,discharge,1
be battle coronavirus,78,0.00126,be battle,2
wait for COVID-19,77,0.00125,wait,1
react to COVID-19,77,0.00125,react,1
prompt by COVID-19,77,0.00125,prompt,1
investigate COVID-19,77,0.00125,investigate,1
hope the coronavirus,77,0.00125,hope,1
grapple with coronavirus,77,0.00125,grapple,1
establish COVID-19,77,0.00125,establish,1
enter the COVID-19,77,0.00125,enter,1
create the COVID-19,77,0.00125,create,1
be use coronavirus,77,0.00125,be use,2
afflict with COVID-19,77,0.00125,afflict,1
violate the COVID-19,76,0.00123,violate,1
view the coronavirus,76,0.00123,view,1
steal coronavirus,76,0.00123,steal,1
observe COVID-19,76,0.00123,observe,1
link COVID-19,76,0.00123,link,1
approve COVID-19,76,0.00123,approve,1
accept coronavirus,76,0.00123,accept,1
pass coronavirus,75,0.00121,pass,1
need for COVID-19,75,0.00121,need,1
hear of COVID-19,75,0.00121,hear,1
end COVID-19,75,0.00121,end,1
discharge COVID-19,75,0.00121,discharge,1
begin ease coronavirus,75,0.00121,begin ease,2
be fight coronavirus,75,0.00121,be fight,2
show that coronavirus,74,0.0012,show,1
minimize COVID-19,74,0.0012,minimize,1
lift its coronavirus,74,0.0012,lift,1
ignore coronavirus,74,0.0012,ignore,1
give that COVID-19,74,0.0012,give,1
flout COVID-19,74,0.0012,flout,1
exclude COVID-19,74,0.0012,exclude,1
distribute COVID-19,74,0.0012,distribute,1
be treat coronavirus,74,0.0012,be treat,2
be not coronavirus,74,0.0012,be,1
reopen amid COVID-19,73,0.00118,reopen,1
provide free COVID-19,73,0.00118,provide,1
name COVID-19,73,0.00118,name,1
make the COVID-19,73,0.00118,make,1
improve COVID-19,73,0.00118,improve,1
establish the COVID-19,73,0.00118,establish,1
cover the COVID-19,73,0.00118,cover,1
be for COVID-19,73,0.00118,be,1
assist with COVID-19,73,0.00118,assist,1
accommodate COVID-19,73,0.00118,accommodate,1
ward off coronavirus,72,0.00116,ward,1
ward off COVID-19,72,0.00116,ward,1
