Concordance,Frequency,Pmil,Verb,Count
arise from COVID-19,112,0.1021,arise,1
surge coronavirus,111,0.10119,surge,1
lead COVID-19,111,0.10119,lead,1
curb coronavirus,111,0.10119,curb,1
be not COVID-19,111,0.10119,be,1
use for COVID-19,110,0.10027,use,1
launch COVID-19,110,0.10027,launch,1
undergo a COVID-19,109,0.09936,undergo,1
say that coronavirus,109,0.09936,say,1
navigate COVID-19,109,0.09936,navigate,1
handle coronavirus,109,0.09936,handle,1
defeat the coronavirus,109,0.09936,defeat,1
let COVID-19,107,0.09754,let,1
launch a COVID-19,107,0.09754,launch,1
discuss the coronavirus,107,0.09754,discuss,1
help COVID-19,106,0.09663,help,1
know about COVID-19,105,0.09572,know,1
grow coronavirus,105,0.09572,grow,1
distribute COVID-19,105,0.09572,distribute,1
do with COVID-19,104,0.09481,do,1
flout COVID-19,103,0.09389,flout,1
cause coronavirus,103,0.09389,cause,1
make coronavirus,102,0.09298,make,1
consider the COVID-19,102,0.09298,consider,1
concern COVID-19,102,0.09298,concern,1
book a coronavirus,102,0.09298,book,1
know as COVID-19,101,0.09207,know,1
distribute a COVID-19,101,0.09207,distribute,1
be no coronavirus,101,0.09207,be,1
ensure COVID-19,100,0.09116,ensure,1
come COVID-19,100,0.09116,come,1
stop coronavirus,99,0.09025,stop,1
expect COVID-19,99,0.09025,expect,1
test coronavirus,98,0.08934,test,1
suffer from coronavirus,98,0.08934,suffer,1
provide coronavirus,98,0.08934,provide,1
have have coronavirus,98,0.08934,have,2
exacerbate by COVID-19,98,0.08934,exacerbate,1
blame the coronavirus,98,0.08934,blame,1
acquire COVID-19,98,0.08934,acquire,1
understand COVID-19,97,0.08842,understand,1
overcome the coronavirus,97,0.08842,overcome,1
impose by COVID-19,97,0.08842,impose,1
base on COVID-19,97,0.08842,base,1
track coronavirus,96,0.08751,track,1
know coronavirus,96,0.08751,know,1
get the COVID-19,96,0.08751,get,1
believe that COVID-19,96,0.08751,believe,1
downplay COVID-19,95,0.0866,downplay,1
bring the coronavirus,95,0.0866,bring,1
add [number] COVID-19,95,0.0866,add,1
add COVID-19,95,0.0866,add,1
control coronavirus,94,0.08569,control,1
spread of COVID-19,93,0.08478,spread,1
downplay coronavirus,93,0.08478,downplay,1
reduce coronavirus,92,0.08387,reduce,1
grow COVID-19,92,0.08387,grow,1
cure COVID-19,92,0.08387,cure,1
contract the COVID-19,92,0.08387,contract,1
cite the COVID-19,92,0.08387,cite,1
stem from COVID-19,91,0.08295,stem,1
have [number] coronavirus,91,0.08295,have,1
consider COVID-19,91,0.08295,consider,1
rage coronavirus,90,0.08204,rage,1
carry the coronavirus,90,0.08204,carry,1
approve COVID-19,90,0.08204,approve,1
trigger by COVID-19,89,0.08113,trigger,1
bring by COVID-19,89,0.08113,bring,1
suggest that COVID-19,88,0.08022,suggest,1
see the coronavirus,88,0.08022,see,1
report positive COVID-19,88,0.08022,report,1
ignore COVID-19,88,0.08022,ignore,1
tie to COVID-19,87,0.07931,tie,1
monitor the COVID-19,87,0.07931,monitor,1
grapple with COVID-19,87,0.07931,grapple,1
flatten the COVID-19,87,0.07931,flatten,1
undergo coronavirus,86,0.0784,undergo,1
prepare for COVID-19,86,0.0784,prepare,1
kill coronavirus,86,0.0784,kill,1
die with coronavirus,86,0.0784,die,1
transmit the coronavirus,85,0.07749,transmit,1
worsen coronavirus,84,0.07657,worsen,1
delay by COVID-19,84,0.07657,delay,1
avoid coronavirus,84,0.07657,avoid,1
announce COVID-19,84,0.07657,announce,1
administer COVID-19,84,0.07657,administer,1
adhere to coronavirus,84,0.07657,adhere,1
succumb to coronavirus,83,0.07566,succumb,1
disrupt by COVID-19,83,0.07566,disrupt,1
call the COVID-19,83,0.07566,call,1
abide by COVID-19,83,0.07566,abide,1
tighten coronavirus,82,0.07475,tighten,1
pass COVID-19,82,0.07475,pass,1
have test COVID-19,82,0.07475,test,2
claim COVID-19,82,0.07475,claim,1
predict COVID-19,81,0.07384,predict,1
call coronavirus,81,0.07384,call,1
beat the coronavirus,81,0.07384,beat,1
worsen COVID-19,80,0.07293,worsen,1
treat the coronavirus,80,0.07293,treat,1
respond to coronavirus,80,0.07293,respond,1
follow a coronavirus,80,0.07293,follow,1
drive by COVID-19,79,0.07202,drive,1
allow COVID-19,79,0.07202,allow,1
update its COVID-19,78,0.0711,update,1
state that COVID-19,78,0.0711,state,1
defeat coronavirus,77,0.07019,defeat,1
confirm with COVID-19,77,0.07019,confirm,1
work on COVID-19,76,0.06928,work,1
rage COVID-19,76,0.06928,rage,1
offer coronavirus,76,0.06928,offer,1
help with COVID-19,76,0.06928,help,1
find that COVID-19,76,0.06928,find,1
discuss the COVID-19,76,0.06928,discuss,1
deliver COVID-19,76,0.06928,deliver,1
maintain COVID-19,75,0.06837,maintain,1
limit COVID-19,75,0.06837,limit,1
curb the COVID-19,75,0.06837,curb,1
cause the COVID-19,75,0.06837,cause,1
vaccinate against COVID-19,74,0.06746,vaccinate,1
detect the coronavirus,74,0.06746,detect,1
support the COVID-19,73,0.06655,support,1
blame COVID-19,73,0.06655,blame,1
add that COVID-19,73,0.06655,add,1
transmit coronavirus,72,0.06563,transmit,1
refer to COVID-19,72,0.06563,refer,1
observe the COVID-19,72,0.06563,observe,1
kill the coronavirus,72,0.06563,kill,1
extend COVID-19,72,0.06563,extend,1
conduct coronavirus,72,0.06563,conduct,1
pertain to COVID-19,71,0.06472,pertain,1
pass another coronavirus,71,0.06472,pass,1
look at COVID-19,71,0.06472,look,1
have no COVID-19,71,0.06472,have,1
happen with COVID-19,71,0.06472,happen,1
give coronavirus,71,0.06472,give,1
eliminate COVID-19,71,0.06472,eliminate,1
depend on COVID-19,71,0.06472,depend,1
compare COVID-19,71,0.06472,compare,1
be experience COVID-19,71,0.06472,experience,2
talk about COVID-19,70,0.06381,talk,1
require COVID-19,70,0.06381,require,1
produce COVID-19,70,0.06381,produce,1
navigate the coronavirus,70,0.06381,navigate,1
lead coronavirus,70,0.06381,lead,1
hospitalize with coronavirus,70,0.06381,hospitalize,1
face the coronavirus,70,0.06381,face,1
associate with coronavirus,70,0.06381,associate,1
protect from COVID-19,69,0.0629,protect,1
protect against coronavirus,69,0.0629,protect,1
help fight COVID-19,69,0.0629,help fight,2
develop severe COVID-19,69,0.0629,develop,1
conduct [number] COVID-19,69,0.0629,conduct,1
claim that COVID-19,69,0.0629,claim,1
claim coronavirus,69,0.0629,claim,1
bring coronavirus,69,0.0629,bring,1
believe the COVID-19,69,0.0629,believe,1
process COVID-19,68,0.06199,process,1
kill by COVID-19,68,0.06199,kill,1
follow all COVID-19,68,0.06199,follow,1
follow a COVID-19,68,0.06199,follow,1
find coronavirus,68,0.06199,find,1
declare the coronavirus,68,0.06199,declare,1
accelerate by COVID-19,68,0.06199,accelerate,1
violate the COVID-19,67,0.06108,violate,1
suggest COVID-19,67,0.06108,suggest,1
receive coronavirus,67,0.06108,receive,1
list COVID-19,67,0.06108,list,1
have any COVID-19,67,0.06108,have,1
beat coronavirus,67,0.06108,beat,1
understand how COVID-19,66,0.06016,understand,1
survive coronavirus,66,0.06016,survive,1
struggle with COVID-19,66,0.06016,struggle,1
soar coronavirus,66,0.06016,soar,1
review COVID-19,66,0.06016,review,1
lift COVID-19,66,0.06016,lift,1
learn about COVID-19,66,0.06016,learn,1
ensure that COVID-19,66,0.06016,ensure,1
confront COVID-19,66,0.06016,confront,1
surround coronavirus,65,0.05925,surround,1
recover coronavirus,65,0.05925,recover,1
kill COVID-19,65,0.05925,kill,1
ignore coronavirus,65,0.05925,ignore,1
end the coronavirus,65,0.05925,end,1
create COVID-19,65,0.05925,create,1
carry COVID-19,65,0.05925,carry,1
accommodate COVID-19,65,0.05925,accommodate,1
share COVID-19,64,0.05834,share,1
receive a coronavirus,64,0.05834,receive,1
provide free COVID-19,64,0.05834,provide,1
occasion by COVID-19,64,0.05834,occasion,1
minimize COVID-19,64,0.05834,minimize,1
import COVID-19,64,0.05834,import,1
make the coronavirus,63,0.05743,make,1
allow the coronavirus,63,0.05743,allow,1
produce a COVID-19,62,0.05652,produce,1
live with coronavirus,62,0.05652,live,1
lift coronavirus,62,0.05652,lift,1
infect by coronavirus,62,0.05652,infect,1
exhibit COVID-19,62,0.05652,exhibit,1
come to coronavirus,62,0.05652,come,1
seek COVID-19,61,0.05561,seek,1
pose by coronavirus,61,0.05561,pose,1
keep the COVID-19,61,0.05561,keep,1
involve in COVID-19,61,0.05561,involve,1
be follow COVID-19,61,0.05561,follow,2
approve a COVID-19,61,0.05561,approve,1
go through COVID-19,60,0.0547,go,1
evolve COVID-19,60,0.0547,evolve,1
describe COVID-19,60,0.0547,describe,1
approve a coronavirus,60,0.0547,approve,1
adjust to COVID-19,60,0.0547,adjust,1
report that COVID-19,59,0.05378,report,1
be find COVID-19,59,0.05378,find,2
pass a coronavirus,58,0.05287,pass,1
let the coronavirus,58,0.05287,let,1
display coronavirus,58,0.05287,display,1
cope with coronavirus,58,0.05287,cope,1
consider the coronavirus,58,0.05287,consider,1
come the coronavirus,58,0.05287,come,1
report a COVID-19,57,0.05196,report,1
mention COVID-19,57,0.05196,mention,1
issue COVID-19,57,0.05196,issue,1
hospitalize coronavirus,57,0.05196,hospitalize,1
have be COVID-19,57,0.05196,be,2
experience coronavirus,57,0.05196,experience,1
emerge from COVID-19,57,0.05196,emerge,1
continue COVID-19,57,0.05196,continue,1
confront the coronavirus,57,0.05196,confront,1
add . COVID-19,57,0.05196,add,1
warn that COVID-19,56,0.05105,warn,1
think coronavirus,56,0.05105,think,1
see the COVID-19,56,0.05105,see,1
perform COVID-19,56,0.05105,perform,1
linger COVID-19,56,0.05105,linger,1
give that COVID-19,56,0.05105,give,1
end the COVID-19,56,0.05105,end,1
designate COVID-19,56,0.05105,designate,1
counter the coronavirus,56,0.05105,counter,1
connect to COVID-19,56,0.05105,connect,1
be use COVID-19,56,0.05105,use,2
treat for coronavirus,55,0.05014,treat,1
surpass [number] COVID-19,55,0.05014,surpass,1
suggest the coronavirus,55,0.05014,suggest,1
describe the coronavirus,55,0.05014,describe,1
cause the coronavirus,55,0.05014,cause,1
be test COVID-19,55,0.05014,test,2
await COVID-19,55,0.05014,await,1
put COVID-19,54,0.04923,put,1
lead to COVID-19,54,0.04923,lead,1
have report COVID-19,54,0.04923,report,2
come as coronavirus,54,0.04923,come,1
add [number] coronavirus,54,0.04923,add,1
spread the COVID-19,53,0.04831,spread,1
relax coronavirus,53,0.04831,relax,1
relate : COVID-19,53,0.04831,relate,1
provide a COVID-19,53,0.04831,provide,1
declare a COVID-19,53,0.04831,declare,1
confirm [number] coronavirus,53,0.04831,confirm,1
concern the coronavirus,53,0.04831,concern,1
come as COVID-19,53,0.04831,come,1
wait for COVID-19,52,0.0474,wait,1
surge COVID-19,52,0.0474,surge,1
see [number] COVID-19,52,0.0474,see,1
review the COVID-19,52,0.0474,review,1
remain COVID-19,52,0.0474,remain,1
mean COVID-19,52,0.0474,mean,1
mandate COVID-19,52,0.0474,mandate,1
end COVID-19,52,0.0474,end,1
bring the COVID-19,52,0.0474,bring,1
acknowledge that COVID-19,52,0.0474,acknowledge,1
study COVID-19,51,0.04649,study,1
register [number] COVID-19,51,0.04649,register,1
pay for COVID-19,51,0.04649,pay,1
involve coronavirus,51,0.04649,involve,1
follow strict COVID-19,51,0.04649,follow strict,2
decline COVID-19,51,0.04649,decline,1
declare the COVID-19,51,0.04649,declare,1
undergo a coronavirus,50,0.04558,undergo,1
relax COVID-19,50,0.04558,relax,1
ravage COVID-19,50,0.04558,ravage,1
pass coronavirus,50,0.04558,pass,1
hospitalise with COVID-19,50,0.04558,hospitalise,1
cure coronavirus,50,0.04558,cure,1
claim the coronavirus,50,0.04558,claim,1
access COVID-19,50,0.04558,access,1
warn of COVID-19,49,0.04467,warn,1
treat [number] COVID-19,49,0.04467,treat,1
talk about coronavirus,49,0.04467,talk,1
suspect coronavirus,49,0.04467,suspect,1
say a COVID-19,49,0.04467,say,1
report new COVID-19,49,0.04467,report,1
indicate that COVID-19,49,0.04467,indicate,1
have catch coronavirus,49,0.04467,catch,2
downplay the COVID-19,49,0.04467,downplay,1
distribute coronavirus,49,0.04467,distribute,1
carry coronavirus,49,0.04467,carry,1
become a coronavirus,49,0.04467,become,1
avoid the coronavirus,49,0.04467,avoid,1
accord to COVID-19,49,0.04467,accord,1
show the coronavirus,48,0.04376,show,1
set up COVID-19,48,0.04376,set,1
say a coronavirus,48,0.04376,say,1
need COVID-19,48,0.04376,need,1
mitigate the COVID-19,48,0.04376,mitigate,1
learn from COVID-19,48,0.04376,learn,1
hear of COVID-19,48,0.04376,hear,1
be battle COVID-19,48,0.04376,battle,2
announce new coronavirus,48,0.04376,announce,1
want COVID-19,47,0.04284,want,1
think that COVID-19,47,0.04284,think,1
target COVID-19,47,0.04284,target,1
slow COVID-19,47,0.04284,slow,1
revise as COVID-19,47,0.04284,revise,1
read : COVID-19,47,0.04284,read,1
linger coronavirus,47,0.04284,linger,1
establish a COVID-19,47,0.04284,establish,1
dedicate to COVID-19,47,0.04284,dedicate,1
complete a COVID-19,47,0.04284,complete,1
change COVID-19,47,0.04284,change,1
believe coronavirus,47,0.04284,believe,1
become COVID-19,47,0.04284,become,1
affect COVID-19,47,0.04284,affect,1
address coronavirus,47,0.04284,address,1
warn that coronavirus,46,0.04193,warn,1
warn coronavirus,46,0.04193,warn,1
manage coronavirus,46,0.04193,manage,1
include a COVID-19,46,0.04193,include,1
focus on coronavirus,46,0.04193,focus,1
expect the coronavirus,46,0.04193,expect,1
defy COVID-19,46,0.04193,defy,1
compare coronavirus,46,0.04193,compare,1
become a COVID-19,46,0.04193,become,1
surpass [number] coronavirus,45,0.04102,surpass,1
suppress COVID-19,45,0.04102,suppress,1
ravage by COVID-19,45,0.04102,ravage,1
pass a COVID-19,45,0.04102,pass,1
meet the COVID-19,45,0.04102,meet,1
find a COVID-19,45,0.04102,find,1
fear COVID-19,45,0.04102,fear,1
face with COVID-19,45,0.04102,face,1
devastate by COVID-19,45,0.04102,devastate,1
compare the coronavirus,45,0.04102,compare,1
admit COVID-19,45,0.04102,admit,1
accelerate COVID-19,45,0.04102,accelerate,1
say [number] COVID-19,44,0.04011,say,1
introduce COVID-19,44,0.04011,introduce,1
fight off COVID-19,44,0.04011,fight,1
emerge coronavirus,44,0.04011,emerge,1
do before COVID-19,44,0.04011,do,1
counter COVID-19,44,0.04011,counter,1
assess COVID-19,44,0.04011,assess,1
understand that COVID-19,43,0.0392,understand,1
reveal COVID-19,43,0.0392,reveal,1
loosen COVID-19,43,0.0392,loosen,1
improve coronavirus,43,0.0392,improve,1
display COVID-19,43,0.0392,display,1
contribute to COVID-19,43,0.0392,contribute,1
compound by COVID-19,43,0.0392,compound,1
clear of COVID-19,43,0.0392,clear,1
become coronavirus,43,0.0392,become,1
be fight COVID-19,43,0.0392,fight,2
work with COVID-19,42,0.03829,work,1
weather COVID-19,42,0.03829,weather,1
stem the coronavirus,42,0.03829,stem,1
send coronavirus,42,0.03829,send,1
"say , COVID-19",42,0.03829,say,1
publish COVID-19,42,0.03829,publish,1
prevent the COVID-19,42,0.03829,prevent,1
owe to coronavirus,42,0.03829,owe,1
monitor for COVID-19,42,0.03829,monitor,1
fight against coronavirus,42,0.03829,fight,1
extend the COVID-19,42,0.03829,extend,1
extend coronavirus,42,0.03829,extend,1
eradicate COVID-19,42,0.03829,eradicate,1
emerge COVID-19,42,0.03829,emerge,1
do the coronavirus,42,0.03829,do,1
confront the COVID-19,42,0.03829,confront,1
concern about coronavirus,42,0.03829,concern,1
boost COVID-19,42,0.03829,boost,1
be for COVID-19,42,0.03829,be,1
approve coronavirus,42,0.03829,approve,1
show that coronavirus,41,0.03738,show,1
participate in COVID-19,41,0.03738,participate,1
overcome coronavirus,41,0.03738,overcome,1
make a COVID-19,41,0.03738,make,1
investigate COVID-19,41,0.03738,investigate,1
indicate COVID-19,41,0.03738,indicate,1
hurt by COVID-19,41,0.03738,hurt,1
help prevent COVID-19,41,0.03738,help prevent,2
find a coronavirus,41,0.03738,find,1
discuss coronavirus,41,0.03738,discuss,1
begin COVID-19,41,0.03738,begin,1
apply for COVID-19,41,0.03738,apply,1
slow the coronavirus,40,0.03646,slow,1
see how COVID-19,40,0.03646,see,1
respect COVID-19,40,0.03646,respect,1
reel from COVID-19,40,0.03646,reel,1
ramp up COVID-19,40,0.03646,ramp,1
occupy by COVID-19,40,0.03646,occupy,1
monitor the coronavirus,40,0.03646,monitor,1
help combat COVID-19,40,0.03646,help combat,2
get through COVID-19,40,0.03646,get,1
do coronavirus,40,0.03646,do,1
create a coronavirus,40,0.03646,create,1
work on coronavirus,39,0.03555,work,1
